Vth_T ,6bit_Vth,#1
0,0,1510
1,0,1512
2,0,1533
3,0,1521
4,0,1539
5,0,1538
6,0,1549
7,0,1536
8,0,1547
9,0,1539
10,0,1550
11,0,1561
12,0,1553
13,0,1559
14,0,1562
15,0,1557
16,0,1566
17,0,1568
18,0,1568
19,0,1566
20,0,1569
21,0,1568
22,0,1571
23,0,1565
24,0,1570
25,0,1573
26,0,1565
27,0,1570
28,0,1570
29,0,1569
30,0,1573
31,0,1570
32,0,1571
33,0,1570
34,0,1568
35,0,1568
36,0,1570
37,0,1570
38,0,1571
39,0,1572
40,0,1569
41,0,1574
42,0,1574
43,0,1573
44,0,1574
45,0,1573
46,0,1575
47,0,1573
48,0,1573
49,0,1574
50,0,1573
51,0,1573
52,0,1573
53,0,1571
54,0,1577
55,0,1575
56,0,1574
57,0,1573
58,0,1573
59,0,1575
60,0,1576
61,0,1576
62,0,1576
63,0,1571
64,0,1575
65,0,1576
66,0,1577
67,0,1574
68,0,1576
69,0,1576
70,0,1575
71,0,1576
72,0,1574
73,0,1575
74,0,1576
75,0,1576
76,0,1575
77,0,1576
78,0,1576
79,0,1575
80,0,1575
81,0,1577
82,0,1577
83,0,1575
84,0,1577
85,0,1575
86,0,1576
87,0,1576
88,0,1576
89,0,1575
90,0,1577
91,0,1575
92,0,1576
93,0,1576
94,0,1576
95,0,1577
96,0,1576
97,0,1575
98,0,1576
99,0,1577
100,0,1577
101,0,1576
102,0,1576
103,0,1575
104,0,1576
105,0,1576
106,0,1577
107,0,1577
108,0,1577
109,0,1575
110,0,1576
111,0,1575
112,0,1577
113,0,1576
114,0,1576
115,0,1577
116,0,1576
117,0,1576
118,0,1577
119,0,1576
120,0,1576
121,0,1576
122,0,1575
123,0,1576
124,0,1576
125,0,1576
126,0,1577
127,0,1577
128,0,1577
129,0,1577
130,0,1576
131,0,1577
132,0,1576
133,0,1576
134,0,1575
135,0,1577
136,0,1577
137,0,1576
138,0,1576
139,0,1576
140,0,1576
141,0,1576
142,0,1576
143,0,1576
144,0,1576
145,0,1576
146,0,1576
147,0,1577
148,0,1577
149,0,1577
150,0,1576
151,0,1577
152,0,1577
153,0,1576
154,0,1577
155,0,1577
156,0,1576
157,0,1577
158,0,1576
159,0,1576
160,0,1577
161,0,1576
162,0,1577
163,0,1577
164,0,1577
165,0,1577
166,0,1577
167,0,1577
168,0,1577
169,0,1577
170,0,1577
171,0,1578
172,0,1578
173,0,1578
174,0,1579
175,0,1579
176,0,1577
177,0,1577
178,0,1577
179,0,1577
180,0,1576
181,0,1577
182,0,1577
183,0,1578
184,0,1580
185,0,1576
186,0,1577
187,0,1579
188,0,1578
189,0,1576
190,0,1579
191,0,1580
192,0,1579
193,0,1577
194,0,1577
195,0,1580
196,0,1578
197,0,1580
198,0,1576
199,0,1580
200,0,1580
201,0,1581
202,0,1581
203,0,1580
204,0,1585
205,0,1582
206,0,1581
207,0,1583
208,0,1585
209,0,1583
210,0,1590
211,0,1582
212,0,1585
213,0,1582
214,0,1583
215,0,1586
216,0,1590
217,0,1586
218,0,1593
219,0,1592
220,0,1589
221,0,1588
222,0,1592
223,0,1593
224,0,1601
225,0,1601
226,0,1599
227,0,1606
228,0,1613
229,0,1617
230,0,1627
231,0,1617
232,0,1629
233,0,1637
234,0,1649
235,0,1657
236,0,1658
237,0,1667
238,0,1673
239,0,1696
240,0,1704
241,0,1720
242,0,1695
243,0,1742
244,0,1735
245,0,1778
246,0,1816
247,0,1834
248,0,1845
249,0,1890
250,0,1882
251,0,1926
252,0,1945
253,0,1992
254,0,2025
255,0,2089
256,0,2040
257,0,2062
258,0,2129
259,0,2186
260,0,2246
261,0,2317
262,0,2297
263,0,2405
264,0,2525
265,0,2549
266,0,2659
267,0,2661
268,0,2810
269,0,2864
270,0,2979
271,0,3107
272,0,3148
273,0,3258
274,0,3303
275,0,3534
276,0,3595
277,0,3795
278,0,3993
279,0,4174
280,0,4196
281,0,4415
282,0,4600
283,0,4869
284,0,4967
285,0,5217
286,0,5399
287,0,5612
