Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,951480,951136,951072,951204,951382,951273,950982,951132,951147,951117,950736,950897,950892,950871,950635,951099,951037,951032,950978,950835,950945,950985,950720,951276,950898,950711,950940,950782,951110,950870,950935,950603,950542,950852,950422,950923,950604,950576,950543,950770,950845,951101,950794,950981,951185,951394,951155,951006,950867,951245
1,0,0,951059,951083,951055,951126,950885,950945,951122,951026,951026,951148,951096,950836,951152,950911,951264,951008,951040,951097,950895,950861,950808,951011,950739,950707,950613,950681,950981,951323,951065,951082,950955,950780,950768,950613,950811,950615,951021,951083,950819,950867,950783,950982,951217,951221,951065,951143,951040,950943,951048,950881
2,0,0,950794,950910,951063,950967,951025,951322,951070,951246,950786,951103,951414,951224,951121,951377,951143,951172,950977,951097,950901,951203,951080,951011,950730,951052,951156,951037,950900,951348,950870,950910,951161,951107,950880,951049,950939,950860,950975,951033,951084,950947,951177,951235,951106,950935,951266,951157,951267,951215,951000,951047
3,0,0,951042,951043,951051,950956,951216,951272,951192,950997,951206,951323,951011,951117,950999,951086,951030,951108,951210,951314,951124,951275,951527,951425,951491,951391,951304,951310,951313,951295,951495,951480,951438,951290,951125,951083,951503,951122,951227,951286,951248,951277,951438,951228,951043,951380,951291,951205,951503,951679,951624,951633
4,0,0,951260,951178,951125,951102,951124,951596,951231,951100,951170,951156,951220,951210,951122,951472,951155,951367,951551,951222,951153,951296,951160,951466,951342,951324,951385,950928,951567,951646,951197,951056,951281,950994,951132,951220,951360,951338,951119,951256,951192,951313,951084,950963,951082,950901,950934,951308,950923,951155,951322,951332
5,0,0,950972,950965,951229,950882,951178,951351,951264,951166,950884,950861,950880,950637,950741,950824,950872,951174,950693,950922,950671,950921,950949,951264,951342,950994,951392,951368,951350,951241,951328,951387,951142,951282,951263,950887,951306,951072,951412,951260,951260,951053,951434,951219,951238,951196,951368,951526,951467,951439,951334,951258
6,0,0,951060,951053,951043,951109,951169,951207,950962,951118,951255,951028,950925,951197,951275,950967,951084,951103,951086,951268,951104,951102,950931,951123,951092,950996,951165,951319,951152,951185,951181,951326,951137,951257,951444,951546,951128,951306,951344,951631,951559,951171,951364,951192,951054,951056,951166,950861,950893,950900,951212,950936
7,0,0,950861,951182,950999,951001,951083,951124,951245,951166,951010,951242,950962,951044,950808,951287,950965,950928,951303,950840,950768,951057,951137,950767,951073,950863,950984,950995,951165,951305,951163,951222,950922,951337,951288,951393,951339,951188,951101,951107,951050,951146,951203,951119,951348,951453,951236,951471,951130,951075,951051,951138
8,0,0,950895,951258,951230,951137,951174,951137,951344,951439,951245,951128,951078,951224,951136,951529,951129,951020,951058,950940,951295,951399,950993,951126,950944,951071,951129,951379,950901,951099,951183,950967,951078,951227,951216,951021,951267,951298,951186,951441,951504,951393,951196,951121,951126,951057,950991,951642,951445,951446,951108,951297
9,0,0,951204,951382,951308,951164,951065,951236,951390,951321,951365,951041,950950,951088,950990,951078,951040,951087,950839,950991,950959,950767,951146,951002,951070,951185,951257,951453,951447,951519,951343,950895,951272,951198,951163,951252,951337,951226,950950,950758,951005,951344,951060,951299,951110,951283,951139,951422,951043,951032,951017,950974
10,0,0,951062,951203,951111,950826,951064,951061,950910,950939,950834,951069,950818,951052,950800,950914,951010,951226,951189,951045,950930,951475,951046,951148,950972,951081,951009,951192,951175,951075,950896,950770,950744,951160,951111,951152,951001,951189,951393,951309,951115,951038,950783,951039,950939,950623,950866,950984,951318,951102,951071,951239
11,0,0,950977,950834,950927,951051,951366,951240,951483,951266,951503,951275,951139,950750,951004,951117,951044,951388,951445,951130,951460,950992,950835,950980,950852,951233,951299,951552,951164,951008,950857,950571,950636,950982,950993,951256,951161,950889,950964,951086,951242,951335,951099,950978,950776,950893,951308,951025,951104,950803,950920,951090
12,0,0,951030,950722,950982,951151,951316,951162,950859,950779,951016,950782,950701,950799,951115,950994,950965,951045,950914,950865,951002,950848,951181,951045,951137,951203,951257,951247,951121,951069,951154,951074,950886,951063,951032,950935,950998,951073,951252,950872,950734,950977,951328,951444,951089,951148,951081,951386,951382,951155,951255,951290
13,0,0,951134,951122,951156,951273,951314,951075,951115,951031,950834,951247,951129,950991,950966,951015,950939,950937,951040,951119,950867,951102,951106,951237,951510,951055,951099,951615,951354,951129,951032,951011,951222,951402,951375,951044,951148,951079,950961,950985,950995,951297,950828,950785,950846,950981,951104,950939,951090,951036,951175,950963
14,0,0,951012,950807,950923,950950,951500,951040,951061,951139,951004,951083,951067,951172,950999,951179,951021,950914,950926,950997,951236,950951,950829,951182,951303,951186,950777,951256,951431,951430,951073,951246,950919,950929,951107,951295,950934,951226,951126,951140,950753,950824,950751,950877,951021,951175,951128,951035,950556,950914,951148,951187
15,0,0,951198,951232,951171,951016,951049,951209,951121,951134,950787,950758,950987,951245,951105,951444,951123,951064,951082,951071,950903,950876,950865,950957,951357,951092,951196,951387,951325,951183,951222,951445,951528,951557,951181,951185,951363,951227,951582,951062,951255,950854,951325,951123,951338,951069,951041,951379,951217,951183,951097,951061
16,0,0,950949,950811,950933,950883,951170,951205,951077,951058,951106,951415,951680,951413,951542,951078,950918,951231,951516,951221,951618,951276,951346,951430,951142,951506,951049,950828,951216,951416,951280,951600,951118,951226,951220,950830,950869,950952,951236,951175,951043,951103,951453,951612,951380,951597,951638,951279,951537,951438,951427,951191
17,0,0,951182,951281,951504,951631,951481,951451,951343,951556,951481,951293,951111,951108,951178,951173,951308,951185,951036,951073,951127,951375,951328,951347,951513,951354,951454,951447,951528,951385,951336,951217,951286,951360,951051,951310,951474,951449,951633,951717,951777,951528,951504,951594,951000,951302,951662,951602,951545,951578,951383,951438
18,0,0,951467,951365,951584,951707,951747,951511,951547,951644,951340,951308,951272,951222,951195,951218,951257,951334,951085,951331,951277,951089,951497,951080,951426,951364,951287,951027,951346,951386,951186,951272,951222,951030,951072,951215,951289,951158,951268,951428,951262,951467,951317,951603,951672,951440,951500,951348,951150,951391,951396,951242
19,0,0,951264,951095,951232,951329,951517,951170,951184,950980,951098,951319,951460,951119,951332,950981,951359,951158,951283,951129,951097,951180,951418,951164,950938,951326,951244,951119,951084,951294,951418,951679,951362,951030,951172,951291,951566,951841,951536,951906,951553,951542,951581,951372,951185,951474,951381,950986,951454,951313,951282,951319
20,0,0,951416,951462,951360,951254,951341,951273,951459,951489,951041,951216,951100,951162,951368,951161,951155,951152,950958,951318,950999,950907,951322,950941,951178,951356,951156,951061,951225,950914,951007,951019,951309,951205,950998,950864,951118,951397,951166,951441,951197,951246,951281,951163,950969,951263,951199,951103,951243,951346,951110,950898
21,0,0,951110,951080,951563,951259,951143,951165,950978,951009,951416,951325,951308,951258,951430,951284,951491,951017,951048,951308,951107,951341,951074,951064,951160,951350,951188,951064,950960,951039,951123,951101,951252,951419,951086,951068,951193,951443,951365,951372,951010,951329,951439,951328,951235,951503,951371,951623,951526,951465,951313,951275
22,0,0,951260,951431,951474,951389,951120,951613,951590,951140,951177,951220,951318,951596,951509,951547,951544,951041,951335,951348,951221,951499,951630,951182,951273,951374,951412,951411,951515,951253,951506,951281,951517,951068,951422,951360,951161,951318,951627,951460,951637,951180,951359,951388,951394,950922,950896,951119,951178,951134,951213,950966
