Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,16062,52185,36127,44166,32119,45336,32121,36120,28106,52195,16057,48167,34507,44157,44160,16065,36138,24074,32113,20078,48183,40147,36119,24081,12042,40140,44152,44163,44160,32105,36122,36131,40144,24095,27922,20074,40140,32120,28096,32111,28104,28110,40145,40140,28107,60210,40142,32122,64238,24092
1,0,0,40150,40144,36129,36131,44163,47592,48177,52192,32110,36131,40146,32110,32118,16059,40152,16053,20060,36134,24073,40159,52179,36125,28095,44165,28105,60213,40135,48158,52193,76295,48179,36841,44161,56199,21043,28095,48174,40150,28101,40140,48171,52179,52196,44160,16057,24087,29709,36138,40146,28096
2,0,0,32097,52178,48171,16054,36132,20067,36130,44156,40143,24095,56196,52200,36121,28105,20066,20079,56207,20071,40141,52195,48170,44148,36138,44163,44155,8025,28107,40142,32118,16059,52172,48180,40146,44158,44164,40133,44153,48176,32115,44154,40148,45275,52181,18053,36131,24079,52200,36136,36133,20760
3,0,0,44146,32118,28100,44164,64228,56212,36131,40154,40148,36121,36122,49505,32102,48188,40145,44151,32124,20073,48179,44156,52192,12040,28099,36136,16062,48160,56216,24085,28108,24095,60234,45555,28108,48156,52192,52192,68251,20070,64232,32125,32110,44156,36135,44150,52213,36130,40140,52179,40145,44169
4,0,0,36121,48167,28107,32108,48169,36133,48175,16065,36127,32132,48173,32123,36121,48169,40136,36123,16054,40136,44158,32113,29401,40143,40144,32127,44147,36126,36129,36131,36151,28103,44166,36136,36138,28104,36139,16060,23241,48172,36134,40162,36131,40151,36129,36132,40144,12047,36128,32121,72250,44154
5,0,0,24095,60214,44159,56198,40154,24092,36118,56196,44155,24095,28107,32113,36124,52180,20081,52183,44150,28100,52191,64229,44163,28100,28099,84295,44136,64226,36127,40159,40137,36150,48163,20076,40145,32109,44177,48164,29462,36136,32121,56195,40149,40151,56193,28113,52206,56196,60235,48187,24086,56204
6,0,0,40153,52196,44157,32129,44152,32127,36141,56191,44165,28106,48167,32117,44179,24085,28106,52184,32126,40127,32110,36135,56202,40150,32113,64219,37024,28100,48156,40182,32115,16060,56202,36140,40148,60219,20079,36136,56205,36129,60206,36136,56195,48171,36122,48170,24086,28100,52661,28108,48158,52177
7,0,0,60209,32125,36133,40154,44151,24096,52197,32116,36132,40151,56123,48169,40151,60213,28106,36139,60203,32120,64229,36128,36127,40146,28100,36126,44148,48161,53866,44161,60225,36136,64231,43177,68254,24090,52179,28096,52179,56208,44152,60218,52186,44163,64240,40146,24091,56198,52018,32122,24086,24086
8,0,0,32105,44158,40133,25107,44708,44161,40146,44168,44163,36129,52187,32104,36131,32126,60216,44155,48174,40147,28106,32108,56706,40145,36119,40138,40145,28101,52191,60201,56193,36124,48172,60204,20073,44157,32107,49939,52197,44170,52182,64220,40159,60981,36130,48186,56198,36139,48180,48173,41634,40141
9,0,0,62900,44156,56200,36134,28100,40143,48156,44151,44161,24095,68247,60210,48181,40138,52183,44169,44170,60226,56210,32118,50808,48174,60226,32101,60217,40648,48158,32109,44154,40142,44160,76261,44162,40137,48153,52193,68240,44159,48179,48174,52196,32109,52186,36124,40151,44156,44163,20083,48177,31958
10,0,0,52176,44160,56199,40154,56223,52172,48171,36125,28109,40162,56199,40600,52188,36117,80285,60216,52178,44160,80280,44157,40148,48158,56199,56207,48179,48174,56193,36134,32103,44166,44160,44156,52198,48164,36132,44167,40151,24086,60209,40158,60232,44158,40134,28091,51961,28104,56224,56217,32109,56202
11,0,0,59754,60216,44157,64236,40141,56202,68238,48179,64233,48158,62728,40142,56206,52178,20084,44172,40137,44165,40151,44144,60206,44163,46887,28095,48175,28093,40141,44165,52191,32116,36125,52185,28105,40137,44165,41066,56190,48178,68262,32118,44159,56210,68248,56212,53579,44159,56190,36135,62836,52185
12,0,0,32111,64222,52178,48187,43803,24087,56202,68229,52181,44156,28100,36131,48175,40162,56211,52190,72254,56193,68231,72256,52178,64240,48174,44161,36131,28096,56215,56204,36130,48172,52201,56207,52200,68252,52180,70747,24090,32110,60210,52179,35073,64239,48178,64249,44165,64826,56189,28108,40154,48183
13,0,0,48184,60220,52182,80300,72257,76271,24971,68235,52184,60225,52198,32105,44177,48178,72246,44156,48174,65101,44148,96359,48181,40137,80282,44155,60210,56204,80283,68266,32120,48156,40158,52172,52197,40137,40140,68242,60227,72266,40146,64233,52179,48174,56205,55761,44157,28104,44161,52196,60228,56195
14,0,0,32114,64223,84723,48171,55790,64234,52190,60219,48183,60209,52175,60221,56208,60227,56204,44161,60218,80274,80278,40142,90220,64225,44160,44163,64217,60217,52198,44161,64233,60204,48154,52195,64239,44167,68252,32119,72253,40139,76277,52191,48167,88335,63979,37805,52195,56227,64225,36137,44142,32117
