Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
26,0,0,0,4118,0,0,0,0,0,0,0,0,0,4116,0,0,0,4121,0,0,4112,4118,0,0,0,4118,0,0,0,0,0,0,0,0,0,0,0,0,4111,4119,0,0,4120,0,0,0,0,0,0,0,0,0
27,0,0,0,0,4116,0,0,0,0,4108,0,0,0,0,4113,0,0,0,4119,4119,4111,4119,4113,0,0,0,0,0,0,4113,4110,4120,0,0,0,8230,0,0,0,0,0,0,0,0,8227,0,4114,0,0,0,0,0
28,0,0,0,0,0,0,4118,0,4113,0,0,0,0,0,0,0,0,0,4119,4117,0,4118,4111,0,0,0,0,0,0,4120,4108,4120,0,0,0,12349,0,0,4111,8232,0,0,0,0,0,4121,0,4115,0,0,0,0
29,0,0,4111,8227,4117,0,0,0,0,0,0,0,4116,0,4117,8232,4116,0,0,0,0,4117,0,4118,4112,0,0,0,4113,0,0,4116,0,4118,0,0,0,0,4119,0,0,0,0,0,0,0,0,0,4119,0,4119,4112
30,0,0,4117,0,4119,0,0,0,0,4115,0,8241,4118,0,16472,0,0,4110,0,0,4116,0,4110,4108,4113,0,0,0,0,0,0,4119,8231,4118,0,4114,0,0,0,8232,0,0,0,0,4120,0,0,0,0,0,4115,4118
31,0,0,4119,4119,0,4122,0,0,0,4117,12350,0,0,4117,0,4116,0,4116,4118,0,0,8232,0,0,0,8231,0,0,0,0,4116,0,0,8225,8229,0,0,0,4115,4119,4117,8236,0,0,0,8229,0,0,4112,0,0,0
32,0,0,4115,4110,0,0,4110,4118,16480,0,0,4118,0,0,0,0,8225,0,12341,0,0,12347,4113,0,4113,12345,4113,4115,4118,4116,0,4119,0,4115,4118,0,12348,8235,4115,4115,0,4113,0,4118,0,12341,0,8235,0,4114,4121,0
33,0,0,4116,0,4119,4116,0,0,0,0,8235,0,4118,12354,0,8237,0,0,0,4114,4124,4110,16458,0,0,4121,8225,4117,0,0,4112,8236,0,0,0,0,1972,0,0,4120,0,0,0,8233,4113,4112,8231,4121,0,0,0,0
34,0,0,2817,4110,4120,4119,8226,0,4117,0,4115,4112,0,0,8240,12356,4113,4122,8240,0,8233,0,8233,4118,0,4120,4118,8228,8229,4111,8232,4118,8226,0,0,0,0,0,0,12357,0,4120,0,4113,4118,0,4118,8228,0,4119,4116,0
35,0,0,4119,0,4118,8239,0,0,4116,4121,4114,12351,8233,0,4121,4111,0,4119,0,4115,8227,8014,4118,0,8230,4119,4119,0,4120,0,0,4113,8227,0,8235,1228,0,0,4119,0,0,0,4122,4110,4118,8235,8231,0,4118,8229,0,8232
36,0,0,0,4117,0,4118,4110,4117,0,0,8240,8231,0,0,4119,4113,0,0,0,0,8233,0,8234,8237,0,0,4122,4123,0,0,8228,0,8234,4118,0,4119,8238,4108,0,4118,8234,8231,4120,0,4118,4114,0,4116,0,4112,4112,0
37,0,0,8233,0,12357,0,4119,8240,0,0,0,0,4120,8232,0,4117,4119,0,0,0,4118,4118,0,0,0,4117,0,12346,8231,8236,4119,4117,8237,4115,0,12347,0,4110,0,4116,4113,4120,4113,4118,4118,0,0,0,8231,0,0,4123
38,0,0,4118,0,0,4119,8231,0,4112,8229,8230,8238,0,0,0,12350,0,8234,16469,0,0,4119,4119,0,0,0,8233,0,8228,4119,4114,0,4108,0,8230,0,8241,4122,6734,4115,4114,4123,0,8240,7696,4115,0,0,4122,8237,0,4118
39,0,0,0,0,0,4119,0,4118,4119,4124,4116,4113,4118,0,8239,0,4116,0,0,0,4121,8231,0,4118,0,8238,4118,8238,0,4117,0,0,0,0,0,4117,4118,4118,0,0,0,12356,4117,12347,8225,0,0,8229,8233,4122,4116,4117
40,0,0,4112,20577,4117,12357,12351,4120,0,4119,0,0,4118,4110,12355,8234,4115,4119,4118,4118,0,4118,4117,0,4120,4112,0,0,4118,8238,0,4115,4120,4115,0,0,4115,0,12336,0,8225,8242,4120,4121,0,4117,0,8239,12358,12343,12357,0
41,0,0,4118,0,4120,16470,0,8234,8233,4122,0,4121,4120,4118,4118,16476,8228,4117,12344,4120,0,4116,16468,0,12351,0,4118,4113,0,8235,0,12352,4115,0,0,4120,4119,8238,4118,4117,4121,4113,8227,4113,8242,0,4117,4113,4117,8231,12336,4115
42,0,0,4116,4116,4120,4112,12354,12354,12346,0,20585,0,4120,0,12357,4113,4118,0,0,4113,0,2945,4117,12356,0,0,0,0,8243,4121,12348,8231,0,4110,0,0,0,0,0,4115,0,4123,0,4115,8236,12352,0,0,12360,4113,4124,4115
43,0,0,4122,0,0,0,0,0,16465,4120,4119,4112,4119,12353,4119,4120,0,12355,12347,4113,4119,8242,4115,8230,4117,4114,0,8236,8222,4112,8234,16470,12351,4117,4119,12348,0,12363,8229,4118,12354,0,4116,4119,4113,12357,12349,4121,8240,0,0,12363
44,0,0,4122,4116,8237,4120,8232,0,0,8230,8229,4120,4121,8235,0,4115,8233,4107,4113,0,4120,4119,8231,0,4115,8230,4111,12348,0,8232,12355,12357,8227,8231,24711,8227,4118,4119,12349,12350,0,4119,4118,4116,0,4119,8228,4116,4113,8234,4122,12349
45,0,0,4119,4122,12339,16468,4109,3699,0,12359,0,8240,0,12349,8227,12358,4113,4120,8236,4116,4118,4117,16470,0,20594,0,12350,4114,4114,12346,0,4114,0,0,8231,4113,4113,8239,16465,8235,8231,8236,12344,4113,8232,4120,8236,8233,4123,0,8237,0
46,0,0,4113,12344,8245,0,0,0,13847,0,0,0,4113,4117,4117,8239,4119,0,8241,0,0,8243,6746,0,4120,4119,0,4118,12359,4124,8227,8240,0,0,4113,4116,4113,4111,4121,4120,12354,8236,4115,4120,8230,0,0,4123,8231,4111,8231,0
47,0,0,8240,12359,4110,4122,16449,12351,8241,12353,0,4115,16456,8239,20586,0,4120,4118,4117,12353,0,8232,4118,4121,8244,8237,0,4121,4117,12366,0,4122,0,4116,16472,0,0,0,4117,0,0,8236,4115,8232,16463,8234,0,0,8229,0,4112,4116
48,0,0,16483,24699,4118,8231,4124,4120,8234,4118,12355,20586,16464,4121,4111,4119,0,16461,4117,4117,16455,16478,0,4116,4440,0,8234,12352,8227,16463,4111,4116,4118,16468,8239,0,8229,16480,8240,0,4114,12353,4121,4115,0,8240,4119,8239,4113,12347,4117,4120
49,0,0,16467,12337,4117,4117,4113,8231,0,4116,6673,8243,0,8223,16481,0,8230,0,8230,4116,0,4124,4119,20567,0,8236,4119,4119,4121,12338,4113,0,0,0,4115,8242,4116,8237,0,12349,4114,4113,4115,8233,0,0,12351,8233,8235,0,0,8239
50,0,0,8228,4120,16482,4111,8231,16474,4114,4114,8236,12343,16470,8232,16476,8236,24706,8235,8233,4118,12349,8229,12344,12351,0,4119,16459,0,8231,0,0,12350,12336,0,20589,4120,4117,4112,0,4120,4115,12345,8237,4113,12362,4119,16472,8236,4118,20595,4121,8228
51,0,0,20577,8227,4119,4115,12356,12342,12357,4111,24711,8240,4117,4117,4117,12355,16462,16473,4115,12341,12344,8226,20592,20580,8237,20585,4122,8237,12357,4113,8234,8235,3859,8227,4115,12347,8238,4113,8231,4117,8233,20587,0,8233,4120,8233,12357,0,8239,28823,0,4121
52,0,0,4118,4112,4118,4120,12355,4111,12353,4119,20586,8238,0,8228,8236,16469,8232,20581,16465,4119,8224,24708,4110,4119,12358,8238,8237,20587,0,8234,8240,8230,8235,12344,4116,4119,4118,24703,8238,4120,4113,16474,8244,0,8228,16469,8233,16465,13335,0,4117,4120
53,0,0,12352,16486,8243,8225,4119,16469,0,0,0,12353,16473,8233,8232,8235,4121,8231,12356,8239,12354,0,8231,28816,4117,16472,16476,8240,12347,8231,12357,0,24701,118,12358,20592,12352,16464,8235,8232,0,8234,12353,4120,8230,8225,12357,12356,12350,12355,8240,4113
