Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,978329,978149,978274,978537,978241,978303,978558,978471,978387,978221,978881,978170,978067,978206,978239,978310,978309,978332,978562,978694,978239,978725,978306,978491,978322,978566,978548,978390,978147,978611,978430,978337,978426,978343,978643,978397,978396,978509,978427,978862,978861,978483,978791,978655,978412,978575,978545,978404,978599,978487
1,0,0,978644,978591,978548,978210,978615,978551,978623,978695,978372,978279,978305,978763,978673,978866,978680,978665,978423,978495,978407,978138,978441,978627,978598,978358,978271,978236,978486,978412,978003,978337,977956,977601,978008,978022,978333,978316,978609,978529,978267,978462,978406,978315,978510,978472,978603,978713,978679,978616,978286,978498
2,0,0,978269,978399,978282,978346,978469,978490,978977,978886,978701,977955,978325,978160,978229,978264,978108,978267,978131,978195,978482,978488,978314,978391,978053,978294,978457,978704,978686,978964,978517,979056,978500,978476,978644,978878,978564,978913,979071,978960,978782,978774,978917,978606,978577,978639,978258,978312,978137,978242,978166,978128
3,0,0,978236,978403,978440,978405,978263,978487,978411,978724,978387,978551,978394,978702,978416,978469,978494,978633,978669,978535,978716,978576,979028,978657,978495,978565,978628,978410,978721,978563,978424,978374,978196,978346,978441,978510,978869,978507,978654,978450,978688,978593,978471,978277,978653,978866,978569,978651,978522,978400,978731,978695
4,0,0,979033,978680,978482,978456,978412,978287,978692,978638,978553,978544,978651,978496,978516,978161,978722,978426,978539,978177,978530,978163,978198,978457,978518,978390,978439,978568,978755,978578,978772,979068,978751,978715,978368,978367,978564,978477,978137,978259,978197,978231,978318,978118,977995,978252,978198,978139,978106,978002,978069,978139
5,0,0,978361,978249,978415,978374,978310,978295,978040,978442,978408,978413,978305,978771,978759,978629,978588,978481,978578,978276,978471,978710,978494,978726,978230,978446,978190,978244,978214,978017,978466,978081,978463,978180,978176,978406,978541,978414,978350,978124,978555,978584,978356,978486,978300,978265,978600,978245,978482,978191,978153,978280
6,0,0,978242,978331,978483,978371,978537,978549,978614,978600,978485,978419,978429,978834,978393,978634,978800,978584,978535,978318,978489,978392,978170,978088,978498,978146,978115,978001,978203,977978,977872,977977,978132,978087,977922,977938,978553,978152,978247,978057,978209,978143,978476,978452,978124,978329,978004,978202,978277,978245,978300,978123
7,0,0,978020,978163,978109,978260,978079,977896,978082,978323,978045,978232,978066,978297,978123,978013,977815,978138,977993,977921,978094,978260,978125,978291,978181,977848,978174,978307,978147,977820,977867,978302,978041,977965,978299,978178,978008,978261,978301,978326,978033,978147,978303,977807,977781,978083,978088,978066,978146,978201,978423,978330
8,0,0,978190,978247,978013,977874,978056,977911,978082,978133,978054,977767,978374,978180,978296,978372,978276,978170,978099,978565,978243,978540,978178,978272,978535,978238,978087,977979,978004,978138,978234,978264,978299,978285,978209,977846,977948,977861,977845,978172,978203,978356,978191,978250,978260,978259,978030,977905,977824,978220,978018,977916
9,0,0,978099,978066,977662,977911,978185,978197,977967,978019,977825,978039,978069,977976,978046,977772,977951,977921,977878,977994,977894,977979,977838,977867,977631,977799,977630,977943,978078,978043,978067,978143,977678,978253,978033,977924,978053,977772,978144,977784,978015,978033,977900,977917,977958,977689,977938,978161,978068,978460,978450,978506
10,0,0,978344,978441,978420,978477,978565,978643,978780,978491,978348,978590,978379,978474,978554,978434,978684,978508,978627,978595,978597,978254,978145,978260,978199,978077,978075,978479,978249,978580,978178,978080,978316,978195,978018,978224,978284,978198,978122,977999,978079,978312,977981,978148,978102,978117,978088,978049,978310,978264,978086,978179
11,0,0,978288,977989,978172,977978,977910,977979,977973,977997,978167,977868,977979,978244,977853,977988,978126,978146,978022,977997,977918,977975,978163,978211,978083,978214,978241,977992,978139,978038,978465,978195,977958,978141,978171,978044,978067,977986,978131,978257,978281,978356,978301,978255,978427,978390,978448,978421,978403,978351,978409,978231
12,0,0,978587,978350,978505,978673,978250,978191,978667,978149,978392,978700,978930,978575,978322,978340,978364,978651,978268,978312,978319,978142,978426,978687,978284,978536,978514,978396,978526,978805,978974,978932,978511,978386,978500,978857,978484,978509,978535,978541,978766,978365,978205,978477,978665,978711,978805,978302,978539,978687,978260,978440
13,0,0,978808,978423,978776,978501,978428,978538,978512,978567,978476,978677,978511,978518,978770,978571,978645,978931,978787,978531,978641,978527,978473,978742,978615,978472,978394,978679,978693,978761,978642,978542,978615,978698,978509,978650,978930,978630,978673,978857,978412,978512,978507,978513,978478,978273,978627,978713,978732,978963,978912,978652
14,0,0,978770,978775,978552,978474,978650,979114,978988,978948,978699,978653,978564,978304,978179,978531,978469,978746,978686,978570,978677,978719,978735,978788,978893,978605,978742,978599,978750,978609,978407,978544,978459,978560,978510,978544,978142,978552,978705,978773,978516,978499,978790,978382,978604,978626,978774,978564,978755,978491,978808,978629
15,0,0,978401,978576,978676,978405,978543,978513,978351,978651,978602,978510,978497,978812,978624,978366,978653,978826,978265,978399,978390,978139,978236,978236,978381,978329,978375,978287,978384,978421,978447,978183,978125,978378,978180,978481,978097,978449,978296,978389,978484,978297,978494,978430,978473,978861,978413,978351,978444,978309,978420,978440
16,0,0,978697,977906,978178,978449,978316,978374,978464,978515,978231,978371,978339,978529,978427,978519,978309,978436,978143,978180,978219,978689,978524,978425,978522,978459,979004,979074,978399,978760,978428,978343,978505,978291,978373,978060,978291,978175,978486,978595,978825,978650,978525,978272,978357,978503,978682,978598,978696,978626,978512,978226
17,0,0,978302,978363,978314,978342,978153,978302,978522,978153,978149,978302,978593,978264,978142,978240,978262,978304,978252,978385,978455,978562,978845,978569,978381,978049,978214,978574,978379,978254,978082,978268,978375,978144,978566,978482,978538,978693,978540,978452,978575,978649,978378,978642,978081,978604,978626,978639,978319,978405,978349,978734
18,0,0,978489,978747,978569,978418,978410,978777,978765,978863,978673,978213,978771,978718,978720,978540,978520,978553,978693,978628,978827,978859,978601,978345,978537,978915,978772,979143,978796,979013,978911,978810,979113,979194,979039,978925,979126,978913,979233,978723,979051,978771,978769,978702,978907,979066,978493,978434,978660,978471,978653,978841
19,0,0,978676,978622,978485,978755,978485,978740,978625,978223,978522,978507,978442,978070,978661,978447,978655,978874,978630,978461,978497,978468,978366,978843,978511,978465,978359,978361,978415,978358,978412,978396,978472,978677,978532,978444,978678,978654,978726,978570,978504,978531,978377,978503,978456,978346,978558,978417,978430,978954,978476,978607
20,0,0,978152,978555,978222,978225,978167,978353,978454,978387,978651,978551,978672,978519,979005,978787,978378,978792,979095,979192,978743,978948,978770,978831,978788,978621,978527,978590,978766,978664,978900,978698,978482,978856,978810,978728,978752,978894,978534,978914,978713,978696,979077,978684,978663,978322,978902,978645,978767,978634,978542,978822
21,0,0,978931,978870,978986,978802,978570,978561,978369,978392,978763,978346,978690,978610,977976,978253,978477,978328,978717,978778,978554,978538,978689,978666,978649,978487,978524,978696,978348,978375,978555,978704,978923,978674,979189,978564,978572,978578,978514,978782,978558,978796,978695,978923,978448,978565,978247,978542,978662,978626,978827,978543
22,0,0,978585,978645,978699,978580,978596,978578,978626,978459,978698,978687,978318,978739,978658,978496,978497,978943,978762,978701,978285,978540,979061,978657,978809,978589,978727,978535,979011,978737,978316,978303,978704,978593,978654,978572,979176,978792,979126,978848,978785,979270,978895,978520,978710,978544,978357,978465,978459,978349,978682,978521
23,0,0,978642,978394,978344,978708,978692,978479,978745,978847,978790,978400,978228,978399,978580,978518,978827,978662,978357,978793,978645,978960,978843,978804,978835,978763,978595,978404,978640,978786,978834,978394,978444,978355,978671,978422,978472,978955,978617,978568,978346,978799,978625,978791,978805,978635,978444,978536,978553,978559,978454,978482
24,0,0,978689,978464,978427,978516,978633,978645,978545,978540,978547,978378,978322,978850,978945,978487,978265,978355,978671,978328,978753,978532,978346,978437,978316,978566,978909,979067,978630,978899,978559,978869,978973,978928,978710,978445,978599,978910,978334,978843,978586,978750,978474,979085,978687,978799,978972,978326,978160,978550,978718,978356
25,0,0,978637,978458,978962,978672,978495,978995,978938,978923,978827,978389,978871,978614,978737,978540,978815,978850,978626,978606,978553,978665,978648,978842,978506,978794,978673,978377,978632,978735,978438,978580,978959,978554,978965,978580,978361,978479,978560,978611,977977,978987,978681,978618,978841,978516,978387,978481,978620,978385,978482,978826
26,0,0,978714,978690,978538,978788,978651,978737,978587,978768,978900,978905,978674,979099,978685,978666,978943,978533,978963,978695,978460,978393,978538,978149,978688,978592,978327,978728,978789,978546,978968,978348,978892,978870,978672,978716,978745,978666,978497,978791,978619,978579,978562,978548,978553,978447,978295,978526,978245,978458,978827,978656
27,0,0,978411,978432,978464,978509,978281,978658,978546,978670,978409,978224,978517,978637,978288,978413,978326,978491,978697,978809,978818,978413,978434,978337,978484,978145,978538,978521,978576,978507,978528,978813,978477,978360,978205,978182,978162,978231,978460,978306,978357,978549,978138,978228,978227,978150,978382,978600,978266,978744,978502,978600
28,0,0,978362,978559,978471,978306,978639,978288,978511,978355,978161,978228,978439,978661,978230,978416,978230,978413,978960,978642,978879,978546,978408,978776,978672,978960,978450,979093,978463,978607,979005,978586,978434,978934,978738,978908,978922,978507,978628,979041,978856,978791,978801,978546,978779,978996,978849,978549,978672,978741,978508,978947
