Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,976515,976503,976465,976585,976512,976649,976675,976941,976511,976471,976599,976625,976904,976711,976813,976643,976144,976415,976173,976345,976146,976182,976257,976014,976148,976152,976272,976248,976376,976241,976463,976172,976398,976024,976169,976257,976492,976406,976970,976621,976451,976544,976601,976485,976423,976135,976192,976458,976266,976583
1,0,0,976662,976681,976755,976692,976853,976524,976644,976677,976562,976972,976982,976464,976739,976952,976695,977028,977157,976657,976981,976975,976823,977097,976764,976577,976906,976787,976948,976864,976617,976547,976983,976672,976789,976492,976484,976774,976934,976851,977069,977093,976912,976892,976676,976798,977084,977050,977236,977065,976989,977193
2,0,0,977180,976601,976389,976996,976949,976924,976641,976935,976835,976876,976848,976493,976829,976569,977104,976937,976588,976693,976559,976618,976505,976795,976776,976454,976369,976425,976867,976864,976600,976620,976488,976566,976813,976678,977136,976984,977052,977100,977155,977342,977326,977088,977135,977129,977075,976924,976882,976966,977074,976850
3,0,0,976755,976695,976973,977035,976603,976856,976945,976972,976549,976909,976782,976592,976880,976606,976764,976602,976610,977028,976692,976726,977102,977025,976694,976928,976407,976688,976243,976580,976520,976611,976354,976669,976627,977052,976984,976762,977085,977032,976653,976469,977034,976710,976973,976750,976975,976867,976733,976520,976747,976615
4,0,0,976938,976489,976688,976921,976574,976821,976533,976540,976879,976934,977205,977063,977013,976996,976568,976724,976474,976777,977028,976923,977010,977068,976995,977039,976938,976774,976807,976818,976791,976726,977178,976723,976696,976906,976539,976986,976790,976765,976412,976732,976815,977053,976956,976928,977312,976919,976899,976769,976858,976780
5,0,0,976926,976910,977018,976870,976889,976937,976405,976862,976510,976809,976447,976993,977001,977033,977158,976802,976609,977054,976963,976937,976748,977031,976708,976575,976857,976514,976550,976628,976569,976647,976545,976525,976692,976571,976498,976763,976981,976962,976694,976901,976481,976874,976787,976742,976631,976867,976776,976702,976799,976578
6,0,0,976753,976579,976746,976477,976643,976464,976755,976244,976618,977031,976593,976425,976811,976884,976911,976999,976746,977033,976709,976759,976422,976969,976963,976782,976740,976823,976550,976556,976561,976668,976296,976575,976286,976853,976700,976506,976755,976914,976753,976829,977104,976724,976341,976293,976470,976695,976776,976694,976773,976680
7,0,0,976784,976991,976805,976491,976836,976793,976898,976882,976790,976611,976873,976963,976900,976732,976890,977095,976983,976799,976853,976545,976814,977127,976842,976889,976879,977036,976899,976582,976626,976565,976556,976935,976906,976801,976805,976198,976530,976758,976752,976651,976426,976871,976570,976406,976646,976627,976687,976698,976936,976438
8,0,0,976650,976796,976334,976332,976643,976486,976609,976249,976641,976929,976825,976709,976676,977104,976891,976561,976822,976835,976958,976491,976831,976801,976709,977065,976780,977023,977024,976842,977085,976846,976768,976353,977177,977115,976756,977155,977036,977037,976426,976467,976505,976511,976926,976693,976838,976502,976430,976808,976977,976646
9,0,0,976750,976691,976510,976676,976650,976540,976377,976514,976751,976431,976543,976495,976790,976368,976767,976866,977141,976920,976899,976874,976401,976711,976727,976689,976681,976633,976956,976875,976912,977217,976704,976658,976700,976983,976656,977226,977004,976718,977036,976830,977204,976890,976731,977028,976815,976358,976880,976487,976551,976709
