Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,977275,977220,977213,977411,976870,977168,977027,976922,976909,976940,976693,976724,976924,976851,977065,976883,977241,976810,977407,977156,977077,977286,977317,977240,977348,977425,977485,977409,977361,977215,977197,977167,977330,977323,977313,977404,977002,977522,977229,977259,977686,977771,977667,977518,977175,977205,977278,977168,977434,977499
1,0,0,977486,977104,977235,977317,977193,977172,977153,977348,977422,977222,977512,977386,977183,977054,976935,977380,977220,977251,977341,977440,977054,977479,977352,977259,976942,977104,977137,977076,977201,976990,977120,976987,977089,977062,977219,977152,977040,977014,977092,977056,977245,976761,977048,976894,977140,977073,976994,977347,977241,976994
2,0,0,976876,976949,977248,977064,976949,977140,977024,977155,977431,977621,977544,977295,977156,977263,976751,977474,977230,977009,977094,977022,977387,977620,977475,977285,977300,977581,977588,977462,977485,977023,976681,977348,976812,977173,977288,977235,977292,977222,977466,977416,977129,977354,977340,977107,976621,976843,977006,977280,977351,976852
3,0,0,977358,976950,977002,977002,977039,977256,977047,977155,976980,976593,976789,977193,976655,977241,977160,977104,977108,976904,977123,977340,977131,977111,976676,976892,977261,976886,977088,976872,976855,976762,976780,977063,976629,976799,977090,976996,977068,977100,976883,976649,977068,976855,977170,977279,977030,977078,977194,977002,976869,977167
4,0,0,976945,976870,977226,977200,977312,977388,977311,977174,977293,977484,977310,977130,976919,977229,977236,977065,977156,976697,976987,976867,977041,977054,976986,976914,976962,976869,977237,977404,977211,977403,976768,976858,977333,977186,977310,977096,977462,977181,977022,977232,976687,976967,977061,976827,977215,977057,976957,976668,976865,977034
5,0,0,977300,976959,976990,977143,977319,977041,977095,977058,976976,977331,977249,977508,977001,977164,977362,977444,977282,976831,977019,976849,977302,976905,976921,977186,976878,977185,977156,976536,977177,977426,977315,977190,977467,977323,977446,977484,977311,977251,977182,977422,977348,976678,977465,977027,977037,977429,977059,976968,977175,976774
6,0,0,977230,977208,977072,977368,977144,977142,977051,977142,977239,977295,977094,977063,977551,977277,977149,977471,977229,977448,977700,977249,976981,976914,977370,977281,976840,977159,977509,977318,976904,977211,977536,977197,976957,977278,977341,977148,977223,977176,977336,977236,977313,977282,977516,977500,977348,977264,977317,977341,977464,977177
7,0,0,976941,977234,977261,977161,977112,977063,977275,977119,977325,977179,977075,977268,977191,977430,977246,977145,977220,976970,977376,977017,977217,977423,977159,977435,977186,977272,977251,977028,977314,977289,977077,977264,977471,977369,977314,977027,977149,976963,977283,977442,977148,976854,976814,977104,977268,977400,977417,977341,977283,977256
8,0,0,977185,977190,977223,977203,977313,977303,977174,977121,976638,976937,976823,977304,977228,977142,976948,977395,977379,977244,977310,977383,977032,977118,976913,977413,977384,977678,977308,977410,977556,977183,977162,977162,977228,977294,976840,977300,977316,977298,976688,976885,976939,977108,977125,977148,977160,977422,977030,977200,976952,976980
9,0,0,977021,976988,977092,977267,977072,977257,977144,977345,976892,977041,977143,977151,977374,977243,977327,977414,977439,977036,977657,977402,977348,977484,977433,977170,977299,977631,977179,976940,977100,977181,976915,977215,977191,977142,977304,977219,977233,976851,977054,976878,977083,976802,977103,977001,976715,976389,976915,976898,976875,977295
10,0,0,977047,976730,977024,976815,977285,977114,976872,977001,976750,977024,977068,977009,977139,977393,977033,977371,977282,977279,976991,976955,977179,977081,977389,977049,977334,977582,977108,977076,977198,977028,977220,977084,976978,976894,977096,976767,977023,977026,977053,977243,977039,977136,976885,977133,977097,976598,977108,977054,977010,976895
11,0,0,976929,976613,976560,976861,976720,976683,977153,977122,976802,976972,977249,977155,977313,977252,977221,976969,977408,977370,977139,977224,976883,977149,977032,976721,977210,977005,977198,977465,977279,977384,976993,977190,977349,977069,977144,977415,977571,977344,977013,977178,977223,977178,977049,976969,977161,977027,977405,977454,976947,976903
12,0,0,976919,977070,977272,977393,977042,977158,976848,976937,977397,977245,977261,977032,977088,976838,977084,976822,977015,977257,976960,977145,976872,977398,976966,977167,977204,976711,977528,977163,977090,977055,976858,977034,977211,977213,977322,977555,977311,977484,977245,977229,977349,977102,976996,977200,977064,977062,977341,976967,977088,977336
13,0,0,977093,977156,977085,977111,977336,977388,977105,977424,977141,977414,977253,977253,977021,977330,976704,977180,976849,976954,976942,977198,976920,977119,977051,977143,976843,977257,977203,977239,977360,977110,977358,977115,976770,976982,977020,976450,976829,976752,976821,976977,976934,977160,977219,977157,976830,977156,977255,977200,977313,977137
14,0,0,977154,977016,976845,977111,977130,977173,977314,976957,976836,977138,976612,977169,976619,977075,977281,976760,976803,976698,976957,976882,976599,976824,976995,977310,977140,976827,976875,977023,976740,976932,976918,977167,976742,977050,977463,977270,976924,977037,976782,977163,976610,977413,977149,977358,977281,977458,977145,977334,977247,977056
15,0,0,976948,977061,976591,976990,976854,977078,977025,976895,977513,977262,977371,977352,976853,977170,977144,977247,976788,976828,977011,976988,977087,977288,976984,977187,977246,977163,977069,977125,977301,976869,977364,977297,977611,977529,977130,977298,977203,976968,977241,977601,977291,977533,977432,977178,977381,977240,977315,977004,977008,977210
16,0,0,977350,976732,976860,977209,977277,977194,977273,977194,977207,976903,977214,976928,977133,976912,977067,977041,977219,976800,977061,976942,977110,976827,977316,976838,977212,977014,976861,977190,976999,977505,977385,977160,976764,977174,977345,977288,977328,977483,977450,977192,977163,977539,977168,977438,977216,977611,977276,977490,977406,977139
17,0,0,977319,977445,977078,977492,977225,977441,977289,977276,977398,977283,977239,977083,977354,977246,977402,977143,977454,977421,977380,977128,977232,977140,977109,977181,976816,976940,976954,977343,977270,977418,977389,977754,977711,977720,977524,977391,977476,977502,977674,977758,977784,977840,977555,977340,977495,977375,977613,977526,977394,977440
18,0,0,977438,977537,977678,977229,977295,977090,977284,977055,977626,977410,977140,977444,977546,977428,977026,977471,977443,977142,977294,977224,977397,977166,977088,977295,977246,976797,977167,977294,977355,977085,977255,977331,977447,977209,977187,977175,977008,977118,976814,976966,977446,977219,977325,977499,977540,977539,977481,977371,977418,977497
19,0,0,900275,900281,900200,900957,900108,900655,900351,900883,900831,899311,900030,900232,900010,900525,900049,902277,900146,901799,900248,899744,899485,900439,900972,900622,900973,898876,900846,901418,898704,899905,901004,900296,900261,900257,900681,901538,900249,899857,901024,900800,900454,900200,900847,900595,900836,900991,900228,900399,901055,901204
20,0,0,977188,977518,977347,976884,977527,977216,977410,977500,977430,977570,977665,977675,977724,977793,977479,977486,977289,977143,977170,977367,977430,977249,977355,977205,977438,977566,977349,976588,977344,977372,977466,977491,977475,977180,976779,976926,977210,977233,976871,977249,976738,977306,976855,976864,977339,977135,977270,977046,977482,976942
21,0,0,977084,976972,977066,977078,976825,977074,977065,977600,977551,977463,976892,977370,977242,977330,977550,977521,976999,977088,977212,977602,977236,977417,977159,977620,976918,977038,977040,977409,976692,977225,977251,977410,977197,977018,977321,977046,977462,977272,977472,977241,977261,977375,977414,977533,977343,977307,976922,977611,976587,976969
22,0,0,977358,977525,977169,977312,977457,977291,977167,976958,977093,977226,977413,977100,977374,977474,977253,977341,977306,977400,977242,977184,976916,977037,977086,977097,977043,977156,977237,977383,977132,977616,977063,977510,977690,977445,977430,977392,977027,977237,977224,977422,977297,977215,977499,977719,977535,977740,977787,977814,977765,977456
23,0,0,977460,977523,977551,977638,977601,977539,977693,977761,977339,977548,977862,977528,977888,977505,977535,977670,977691,977574,977589,977784,977775,977925,977773,977741,977731,977672,977947,977800,977625,977670,977454,977491,977659,977796,977635,977652,977525,977825,977611,977463,977777,977418,977545,977400,977489,977434,977768,977693,977433,977550
24,0,0,977205,977265,977292,976989,977124,977311,977589,977566,977549,977731,977391,977661,977966,977809,977807,977606,977759,977643,977535,977368,977192,977705,977385,977430,977507,977453,977483,977460,977599,977333,977302,977470,977663,977553,977108,977379,977378,977376,977463,977452,977511,977351,977122,977268,977400,977372,977548,977348,977502,977532
25,0,0,977514,977475,977095,977513,977744,977516,977756,977414,977298,976904,977305,977215,977392,977306,977289,976949,977362,976978,977300,977201,977013,977291,977081,977267,977220,977346,977271,977395,977237,977463,977027,977095,977079,977282,977187,977516,977087,977019,977102,976831,977515,977280,977632,977670,977398,977820,977345,977325,977549,977709
26,0,0,977205,977479,977074,977484,977641,977409,977350,977281,977684,977657,977699,977383,977592,977646,977646,977436,977475,977464,977679,977635,977378,977519,977298,977560,977661,977823,977430,977241,977617,977147,977125,977132,977166,977486,977559,977366,977472,977263,977258,977462,977233,977230,976776,977289,977100,977400,977370,977428,977626,977791
27,0,0,977450,976782,977309,977204,977172,977353,977545,977494,977684,977399,977550,977408,977157,977216,977569,977095,977498,977288,977744,977662,977744,977518,977186,977536,977493,977371,977293,977430,977175,977460,977198,977043,977355,977406,977199,977792,977404,977137,977446,977398,977114,977252,977251,977199,977027,977111,977159,977268,977363,977225
28,0,0,977332,977416,977334,977436,977703,977405,977316,977216,977494,977427,977381,977348,977245,977009,977369,977137,977185,977295,977218,977019,977473,977402,977126,977448,977160,977577,977123,977186,977563,977154,977404,977314,977083,977361,977397,977377,976762,977187,977372,977473,977051,977328,977140,977144,977358,977371,977335,977241,977253,977001
29,0,0,899884,903031,901023,901647,901889,900650,901828,900923,902747,901901,901180,900294,901782,901093,900685,900165,900411,900631,902542,900944,902479,899353,901184,902650,901905,899823,901686,901552,902413,902020,901728,901325,901312,900503,901973,901568,900701,902579,902686,900045,901051,901132,900267,901672,900985,900944,901293,902280,901785,901150
30,0,0,901066,900473,900586,900351,901388,901219,901521,901771,901898,902403,903376,902618,903557,901923,899517,900761,901178,901886,901952,900285,903810,901247,900285,903191,900781,902519,901466,900534,902822,901635,902324,901996,901784,902634,903118,900873,901113,902031,901962,902198,900871,901048,900778,901477,903601,901548,902599,902425,903452,900539
31,0,0,903100,902069,899817,903294,901140,902959,901816,901529,901229,900730,902244,902008,902537,900872,901370,901508,901048,899071,900130,902692,901303,902344,902174,902436,900701,900942,901384,901505,902148,901596,899997,900699,901131,901525,901921,902499,901749,901905,901937,901451,902896,902030,902409,902393,902032,902910,900447,902149,902283,901498
32,0,0,900262,901674,902631,903862,902344,901966,902730,902197,902171,901539,903036,904024,904120,901973,901471,902462,902328,903035,902015,902851,900739,903267,900708,901386,902900,903052,900780,904148,902236,903573,900556,901184,901160,903804,902897,902002,900949,901752,901849,902436,900655,902735,901578,901278,903146,901958,901613,903837,901587,902154
33,0,0,977690,977819,977638,977412,977593,977348,977260,977468,977513,977539,977413,977468,977455,977226,977531,977670,977374,977712,977303,977130,977691,977750,977768,977806,977941,977479,977513,977548,977553,977556,977562,977436,977495,977418,977255,977516,977412,977664,977411,977333,977202,977301,977121,977161,977341,977519,977219,977289,977191,977409
34,0,0,902256,902316,903061,900555,903237,902374,902270,902794,902751,902244,903333,901519,903731,902597,900855,902577,903572,902106,901811,903005,903750,901813,903149,902499,901127,902002,902701,902901,902399,902000,902872,903945,902812,900896,900846,901127,905173,903048,902392,902123,903001,904086,902179,901709,900779,902435,901920,903528,901351,903252
35,0,0,977353,977352,977064,977261,976970,977405,977034,976871,977127,977285,977369,976886,976998,977254,976973,976930,977053,977121,976749,976999,976983,977024,977476,977396,977196,977271,977556,977169,977616,977558,977299,977481,977523,977430,977149,977703,977483,977340,977476,977502,977422,977331,977544,977233,977264,977264,977609,977598,977620,977559
36,0,0,977691,977633,977541,977366,977659,977598,977485,977511,977462,977503,977802,977650,977404,977461,977477,977258,977420,977442,977564,977390,977567,977515,977422,977292,977423,977691,977669,977505,977318,977479,977738,977302,977154,977050,977489,977244,977215,977073,977389,977208,977274,977535,977752,977528,977394,977493,977381,977384,977674,977037
37,0,0,904286,904584,903873,903062,902827,903883,902206,904958,904551,903220,904579,903883,903048,905583,903395,904058,905234,904318,903683,904043,904232,903339,903658,903012,903598,902456,904221,904567,905882,903317,902078,903650,904146,903599,904728,903363,903582,902492,903821,904216,902793,904051,903231,903896,902929,903705,902597,902901,904751,904441
38,0,0,977557,977384,977275,977321,977338,977320,977393,977542,977648,977318,977562,977446,977113,977427,977336,977544,977433,977668,977368,977517,977464,977341,977576,977507,977419,977439,977328,977301,977404,977399,977526,977726,977690,977494,977522,977715,977278,977474,977662,977560,977571,977502,977879,977304,977351,977530,977525,977636,977437,977431
