Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,978927,978247,978790,978858,978787,978201,978835,978604,978319,978639,978659,978487,978199,978356,978472,978605,978649,978866,978703,978741,978857,978695,978917,978914,978538,978945,978727,978849,978726,978951,978563,978544,978843,978768,978679,978865,978801,978900,978700,978496,978873,978737,978796,978735,978740,978603,978581,978715,978751,978457
1,0,0,978578,978587,978645,978445,978673,978590,978755,978807,979014,978985,978934,978742,978722,978770,978766,978831,978623,978485,978189,978589,978776,978769,978619,978556,978797,978527,978401,978478,978604,978694,978500,978471,978655,978424,978230,978415,978565,978392,978775,978395,978406,978739,978252,978615,978574,978554,978302,978381,978645,978570
2,0,0,978584,978721,978792,978212,978455,977953,978313,978386,978406,978092,978064,978158,978372,977970,978126,978193,978160,978329,978128,978265,978290,978095,978257,978159,978151,978335,978179,978227,978684,978596,978380,978156,978631,977962,978007,978469,978335,978579,978194,978581,978447,978196,978186,978267,978482,978197,978348,978210,978053,978178
3,0,0,978507,978461,978442,978330,978604,978113,978249,978080,978508,978740,978062,978339,978110,978494,978531,978595,978757,978404,978553,978207,978405,978193,978284,978273,978605,978317,978382,978883,978870,978608,978412,978219,978348,978695,978227,978612,978613,978038,978130,978179,978019,978350,978710,978332,978481,978451,978698,978289,978628,978152
4,0,0,978483,978729,978544,978535,978412,978150,978237,978615,978322,978249,978058,978013,977652,978475,977888,978187,978133,978194,978242,978627,977972,977852,978045,978123,978356,978179,978386,978367,978807,978519,978456,978141,978164,978576,977982,978088,978449,978323,978628,978220,978154,978245,978209,978186,978050,978323,978129,978463,978462,978268
5,0,0,978390,978493,977945,978270,978362,978687,978207,978289,978532,978439,978024,978192,978167,978537,978802,978408,978211,977992,977975,978326,978093,978202,977990,977955,978292,978036,978150,978003,978363,977967,978047,978462,978133,978265,978254,978250,978494,978602,978504,978000,978302,978484,977879,978460,978326,978139,978578,978769,978628,978587
6,0,0,978382,978509,978247,978229,978353,978416,978264,978195,978165,978489,978130,978546,978160,978218,978243,978334,978443,978366,978683,978610,978403,978515,978317,978248,978321,978014,978212,978266,978059,978124,978000,978346,978191,978180,978435,978298,978392,978147,977991,978178,978300,978474,978292,978509,978605,978369,978147,978180,978332,978254
7,0,0,898367,900074,900151,899457,900356,899953,901130,899828,899835,900119,899784,899477,898831,899051,899668,900598,899601,898876,899151,899079,899601,898726,901036,898946,899548,900848,900270,900010,899980,899761,899661,900751,898565,899999,899635,899142,899105,900934,900048,900464,900985,898884,901098,899124,899156,901190,899412,899367,898610,900131
8,0,0,978126,978178,978416,978661,978793,978580,978637,978764,978782,978723,978608,978584,978745,978951,978624,978549,978865,978465,978568,978693,978643,978323,978760,978826,978325,978222,978666,978342,978662,978621,979130,978780,978694,978548,978300,978691,978288,978223,978201,978177,978520,978796,978402,978633,978109,978376,978659,978628,978574,978570
9,0,0,978539,978649,978590,978410,978353,978276,978498,978583,978415,978493,978550,978385,978424,978561,978356,978540,978687,978364,977824,978513,978310,978408,978264,978163,978511,978389,978253,978248,978355,978419,978628,978836,978680,978630,978342,978703,978571,978789,978383,978244,978200,978446,978646,978334,978496,978419,978740,978533,978577,978576
10,0,0,978773,978498,978407,978619,978759,978797,978582,978719,978813,978852,978990,978874,978830,978711,978695,978771,978901,978939,978954,979200,978877,978615,978768,978774,978602,978716,978513,978661,978255,978791,978600,978662,978728,978773,978774,978859,978689,978715,978675,978716,978705,978905,978547,979043,978887,978832,978799,978331,978549,978523
11,0,0,978130,978470,978224,978549,978295,978618,978368,978370,978377,978646,978654,978915,978634,978928,978833,978984,978693,978763,978675,978413,978588,978466,978576,978282,978208,978278,978168,978105,977990,978359,978508,977998,977941,978054,978182,977966,977893,977752,977860,977992,977914,977931,978253,977999,977978,978159,978224,977824,977945,978624
12,0,0,898716,899938,899778,899505,900501,900386,900061,899589,899747,899916,901105,902624,898565,901011,900908,901083,901283,898489,900566,899123,899624,898553,899419,899270,899111,899667,899740,902439,899027,899935,899202,900319,900556,899942,900758,899612,901215,900197,900582,900389,899510,899174,899964,900762,900172,899373,899335,900748,901499,900534
13,0,0,978371,978383,978333,978355,978271,978726,978322,978012,978292,977942,978357,978713,978388,978303,978429,978233,978414,978295,978481,978423,978411,978162,978340,978418,978213,978654,978084,978297,978094,978025,978053,977759,978154,978008,977895,977924,977760,978044,978054,978487,977969,978125,978542,978284,977983,978463,978264,978314,978203,978368
14,0,0,978309,978067,978551,978513,978031,978715,978417,978231,977980,978228,978045,978543,978220,978326,978242,978126,978382,978306,978234,978380,978515,978127,978333,978479,978583,978335,978399,978438,978657,978573,978900,978726,978480,978243,978369,978513,978083,978532,978428,978525,978529,978556,978584,978320,978452,978313,978401,978262,978384,978401
15,0,0,978530,978141,977963,978494,978395,978640,978165,978425,978527,978233,978375,978423,978478,978571,977960,978400,978432,977998,978289,978019,978471,978219,978355,978564,978403,977874,978325,978123,978494,978560,978596,978331,978301,978161,978522,978181,978002,978359,978448,978524,978583,978290,978562,978537,978518,978638,978473,978329,978385,978479
16,0,0,978495,978572,978478,978548,978260,978130,978376,978238,978331,978307,978741,978697,978214,978074,978345,978131,978430,978200,978566,978556,978125,978349,978632,978470,978488,978098,978388,978276,978207,978495,978353,978320,978180,978234,978491,977991,978533,978209,978489,978259,978461,978456,978459,978180,978378,978050,978429,978526,978165,978249
17,0,0,978311,978294,978027,978242,978153,977891,978322,978555,978299,978501,978507,978508,978585,978397,978494,978432,978354,978097,978490,978644,978685,978520,978932,978674,978521,978389,978456,978206,978341,978246,978632,978520,978689,978187,978257,978276,978279,978302,978356,978398,978403,978518,978681,978718,978599,978106,978398,978385,978331,978567
18,0,0,978464,978311,978184,978226,978302,978207,978196,978621,978661,978560,978085,978261,978345,978697,978589,978570,978572,978584,978563,978662,978327,978445,978212,978435,978231,978341,978238,978452,978576,978626,978480,978912,978275,978827,978303,978726,978808,978671,978824,978806,978596,978330,978792,978675,978818,978833,978600,978740,978717,978776
19,0,0,978686,978667,978432,978095,978381,978758,978614,978301,978554,978848,978740,978455,978710,978918,978956,978780,978648,978906,978557,978617,978677,978584,978765,978607,978804,978563,978602,978637,978928,978651,978466,978444,978633,978517,978718,978656,978518,978148,978480,978497,978541,978518,978703,978500,978637,978798,978360,978501,978542,978613
20,0,0,978673,978567,978679,978680,978508,978600,978691,978341,978493,978551,978451,978556,978553,978562,978107,978367,978065,978192,978384,978417,978845,978747,978939,978678,978401,978691,978826,978681,978552,978597,978303,978600,978507,978478,978459,978507,978614,978207,978217,977953,978710,978559,978593,978442,978559,978404,978222,978520,978582,978788
