Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
2,0,0,0,12336,0,8231,8232,4117,8224,0,0,12344,24697,12358,12351,4117,4119,0,8222,0,8229,0,4119,16463,16468,4115,20576,0,4118,8233,8235,0,12351,8222,12345,4116,12347,8236,0,0,8238,12349,0,8225,0,12342,4117,0,0,4112,0,0
3,0,0,0,8228,4112,8228,0,4110,12347,4119,4112,12349,4118,4119,8234,6987,4114,0,8238,0,4115,0,4118,4118,0,4119,16459,24699,8232,4118,8234,4117,4119,12352,0,12351,8229,4110,4114,4115,4117,12348,16472,0,16467,12352,4110,8232,4117,0,8227,8229
4,0,0,8224,8236,8227,0,8237,0,0,4115,4120,0,4117,0,8232,4113,8238,4114,8231,0,0,4113,4110,4115,4117,8229,16464,4118,12343,4117,16460,8237,12353,0,4113,4116,8239,16459,8230,4118,8240,4113,4115,8229,8234,4112,12353,4120,4193,16453,8229,4120
5,0,0,4118,4116,4118,8225,8230,16462,4119,8230,0,4112,24699,4112,4116,4114,0,0,0,0,4114,4118,8226,0,0,4113,4119,4113,8233,0,10810,8232,8233,12343,0,12354,20574,0,12347,16468,4117,0,4119,4114,4118,0,8231,8229,4120,4117,0,16458
6,0,0,8225,0,8227,4110,4112,0,8230,0,0,12354,16466,0,4119,8230,8231,16471,4120,4114,8227,0,12344,12351,4118,12350,16470,4111,0,8236,4117,16461,8232,4116,16464,0,8232,8235,4118,4116,16470,7618,8230,8230,4109,16461,8231,0,4114,8231,0,12346
7,0,0,0,4111,12347,0,12337,4116,0,4110,0,8235,0,8233,4110,0,16458,0,0,1318,4119,0,8224,4120,4116,0,4118,4116,4117,0,0,12341,8239,4117,8237,4113,0,4117,12346,0,16471,8229,12344,8235,4119,16467,0,0,4116,4110,12355,8220
8,0,0,0,12344,8230,0,8228,20581,8236,0,0,20580,4116,4118,0,8220,0,4117,16463,8231,12342,8238,4119,4118,8232,8231,4112,0,12342,8232,8232,12340,4118,4120,4118,8233,24692,12348,8229,8227,20575,8237,8236,4111,12350,0,8235,16466,0,0,8230,20574
9,0,0,4119,4110,12346,12343,8232,4119,8239,0,4113,12346,0,8236,8237,12350,0,0,12345,0,4117,8233,12352,4122,4117,8224,0,4120,0,8236,4115,4120,4119,8231,4113,12342,16456,0,8224,16458,12347,0,12352,4117,8216,8236,4117,4118,4116,8239,4110,8228
10,0,0,8234,0,4115,0,16464,12347,12345,4118,8238,12342,4113,12349,4117,8230,4117,16462,20579,4117,8225,8227,20586,8226,4113,12344,15646,20589,8234,16461,8237,24688,0,16464,12352,4116,12349,8230,4118,8231,0,4113,0,12343,4122,8233,12350,4119,0,8235,8227,12348
11,0,0,16463,8238,4116,20574,12351,8233,4110,16463,8234,4117,4113,0,4111,16455,0,4116,4117,4116,4120,4112,4115,8232,8231,12336,4111,8237,12339,8235,4117,4111,12350,8232,0,12352,16468,12352,12345,0,8230,4117,8234,4112,4118,4119,20592,12351,24697,12347,12350,7465
12,0,0,4115,4113,20576,20590,0,8227,4113,8238,16465,4116,4117,4116,20576,28816,8241,4116,4119,4117,12350,0,8231,16458,24702,8237,20590,12352,4120,12334,4119,0,4120,8218,16457,12343,8238,12340,8233,4112,4113,16468,4116,8226,4113,8232,8230,4121,0,0,8236,0
13,0,0,12343,8233,4114,8236,16472,0,8223,8234,20576,16450,0,8228,12348,8236,8233,8226,12349,12347,16465,8233,8231,4117,12349,12348,0,4117,0,16473,16457,4118,8227,24704,0,12349,4107,8230,20575,12352,20584,4118,4118,4117,16464,4111,4118,0,16469,8235,8228,0
14,0,0,4112,12337,12342,20583,0,4113,4120,8230,12352,8236,12352,2277,4113,4118,12349,8239,4116,4113,0,4120,8232,12351,16473,12356,12338,12351,4117,4111,12344,16463,0,8231,8226,8232,0,20573,12349,12345,0,8222,8231,0,16470,12343,8237,20579,12351,12345,4118,12351
15,0,0,0,8229,12343,0,28805,0,0,8221,4116,32918,4113,12355,8237,4114,20592,20578,16458,4120,12344,12354,4114,8229,4116,4113,12344,4112,16463,12353,8233,12352,8228,24688,8234,4117,8228,16460,20581,8237,12350,8225,8235,12346,8236,8231,24700,16469,4116,4111,16464,8230
16,0,0,8226,8227,8236,8229,8225,4119,20582,16454,8235,12356,8231,8236,8238,4118,20589,4118,8231,4117,16467,0,16469,4119,4119,4117,8232,8237,8226,19752,12346,0,8229,12358,4120,5719,12340,12343,4113,4117,16467,4119,4115,0,16463,3679,20586,4118,4119,8229,4120,12339
17,0,0,4116,8224,12354,0,16464,16460,0,8231,8226,4120,0,12349,8236,12349,4120,0,16459,0,0,8232,4113,4118,8238,16466,8223,8227,0,12353,12352,4117,12351,12340,12348,4112,12339,8235,8237,16470,8229,4114,8225,12354,15756,8236,12345,4117,20580,12341,0,4116
18,0,0,16472,16438,12353,8238,12352,16452,16462,4118,12348,12346,8231,16460,12343,20576,20583,0,8231,20578,8224,12348,16450,8231,4120,16465,12346,12345,4112,24694,16462,20579,8233,20588,12352,12344,4119,12356,4115,20578,4120,8233,16474,20585,0,12344,4119,8231,28808,4110,4114,8238
19,0,0,10123,8226,8224,8242,16453,12353,12347,4118,16468,12344,0,0,24694,8236,4119,16473,4113,8228,8230,12351,16446,0,4111,12347,8223,16458,13154,4120,12351,16473,12353,0,16464,0,16469,4116,8239,8227,20589,12341,4118,6010,16465,4117,8237,8234,8228,4115,20560,4113
20,0,0,12356,12354,4118,4112,4116,0,12357,4116,16450,16466,11287,4112,20562,20570,20585,13429,8228,4117,4117,12349,8236,0,8221,4111,41171,8233,8231,8231,8236,24700,8226,12346,16468,20581,16466,8237,8238,4118,20579,12351,4119,8230,8234,16461,12352,12349,8238,4117,24697,20580
21,0,0,8239,4114,16462,8239,12342,12350,12345,16458,8240,20586,16460,4112,12343,12354,0,8225,12348,24703,16464,12345,0,8224,16470,0,8239,4110,24708,12344,24694,4109,20565,16468,12348,16472,4113,4120,8234,8231,12347,16451,20589,4117,8233,12348,12353,20591,16461,20578,8232,16465
22,0,0,20571,41148,0,12348,16451,0,16465,8232,16465,16463,20586,12350,16458,8236,16463,8229,20572,8231,24698,8226,12346,12342,20582,12351,9398,8235,4116,20580,12347,24681,12343,24694,12355,0,12338,8226,24693,24697,8225,12345,24695,4111,8235,0,12350,12339,16467,8230,20573,20588
