Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,979348,979388,979051,979222,979365,979046,978975,979434,979059,978904,978848,978963,978729,978769,979101,978926,978717,979026,978923,979117,978985,979276,979280,979138,978595,979203,978582,979106,979145,979128,979362,979460,979549,979558,979613,979198,979173,979525,979339,979299,978889,979137,979014,979008,979016,978967,978796,978910,979167,978757
1,0,0,978763,978723,978804,978918,978934,979118,979335,979250,978930,979008,979102,979184,979211,979491,979405,979464,979704,979643,979674,979501,979572,979529,979591,979359,979098,979361,979044,979298,979208,979328,979440,979552,979335,979334,979199,979134,979085,979032,978957,978616,979056,978569,978953,979241,979150,978665,979016,978591,979107,979077
2,0,0,979231,979007,978595,978808,978990,978983,979107,979061,979169,979213,979093,979485,979339,979075,979072,979107,979297,978519,979102,978747,979048,978544,978870,978882,978875,978659,978646,978982,979065,978741,978825,979390,978844,978679,978830,979016,978924,978535,978635,978390,978333,978635,978838,979004,978832,978829,978950,979060,978858,978732
3,0,0,978880,978668,978811,979093,979014,978916,979186,979131,979039,979072,978955,978915,978873,979242,978969,978950,979250,978846,979197,979131,978928,979251,978984,979081,978836,978981,978631,979017,979048,979074,978953,978940,978943,979025,978909,979153,978755,979158,979339,979149,979103,979284,979018,979144,979241,979251,979406,979219,979215,979144
4,0,0,979232,979136,979127,978919,979031,979087,979148,978675,979171,978974,979233,979290,979391,979239,979135,979043,979611,979128,979544,979430,979462,979515,979348,979080,979444,979409,979626,979409,979310,979299,979309,979118,979386,979483,978852,979233,979503,979460,979315,979260,979244,979690,978919,979156,979353,979430,979229,979494,979301,979244
5,0,0,898380,900155,899209,898812,897503,899293,898546,898932,898609,898642,900098,899968,898758,898006,898676,898746,898228,897571,899070,898633,900390,899902,899009,897096,897891,899373,898653,899169,899019,899149,899232,898479,898528,900001,899229,898780,899573,899581,899348,898342,898301,899189,898059,899068,897546,898536,898865,898200,898774,898944
6,0,0,900521,897977,897479,898339,898248,898429,900781,898198,898626,899114,898993,898060,898712,898758,899163,899721,899422,898764,898250,898415,898407,898612,898997,899190,898554,899085,898762,899292,898322,898322,898059,898949,898660,899349,898693,898210,900721,898959,898855,898395,898311,897907,897893,899925,898304,898614,898803,899219,899969,897713
7,0,0,897672,900113,899290,899847,899104,898369,898841,897780,899606,897759,899317,898099,900345,897945,898557,898509,898533,899460,898645,898885,899335,899270,899162,898040,899007,899863,898321,897822,899803,898155,897811,899003,898162,898103,900529,898718,898536,898929,898655,899396,898722,899962,898889,897566,899204,899037,898182,898628,899156,898780
8,0,0,898146,900077,897306,898630,899096,898491,901462,899093,898495,898174,898682,898095,899539,897548,897787,898861,898371,899100,897836,899371,898170,899538,899328,899004,899487,899432,898991,897501,898652,898740,898018,897679,899030,897662,899355,898990,900003,899909,899700,899253,898249,897904,897550,898670,898885,899313,899141,899694,899857,898622
9,0,0,979185,979031,979314,979162,979403,979228,978965,979076,978900,979297,978953,979251,979187,978957,979414,978993,979221,979441,979391,979418,979578,979514,979010,979279,979272,979249,979307,978785,978696,979135,979343,979231,979297,979046,979205,979280,979236,979520,979389,979427,979439,979499,979384,979200,979377,979576,979609,979493,979170,979208
