Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,976836,976774,976719,977071,976927,976912,977078,977243,976648,977074,977137,977294,976958,977019,977140,976849,977060,977049,977116,977003,977064,976723,977267,977383,977510,977441,977330,977584,977180,977442,976964,977406,977177,977233,976751,977079,977107,976903,976991,977248,976879,977239,977250,977230,976464,976459,976651,976389,976709,976963
1,0,0,977114,977286,976986,977088,977086,976945,976806,976413,976742,977007,976780,976818,976958,976906,977143,977328,977341,977171,977205,977238,977240,976806,977173,976743,976957,976747,977103,977106,977068,976763,977086,976895,977214,977065,976584,976902,977050,977274,976415,977084,977350,977209,977485,977345,977113,976922,976548,977193,976887,976747
2,0,0,977112,977129,977328,977120,976851,976784,977035,977288,976948,976865,977226,976689,977002,976884,976739,976821,976813,977248,977056,977207,977176,976999,977055,976989,976971,976973,976892,976790,977151,976870,976965,977169,977206,976997,977233,977296,977112,976727,977107,976596,976987,976414,976726,976480,976484,976884,976819,976394,976965,976851
3,0,0,976707,976700,976617,976273,976456,976630,976692,976694,976972,976762,976913,976723,976952,976930,976917,977091,977294,976729,977269,977231,976951,977207,976641,976835,977158,976849,976634,976611,976677,976566,976919,976881,976926,976927,976905,976400,976718,977203,976765,976711,977040,977157,976993,976416,976474,976706,976582,976914,976946,976822
4,0,0,977162,976800,976871,976927,976950,976702,976668,976789,976460,976792,976955,976524,976753,976866,977087,976526,976676,977072,976704,976980,976867,976908,976937,977186,976820,976781,977058,977065,976799,977173,976962,977165,976561,976913,976679,976511,977034,977121,976455,976664,976822,976605,977034,977083,976505,976595,977005,976766,976653,977157
5,0,0,976951,976716,976696,976647,977005,976854,976894,976730,976897,976465,976826,976916,977082,976742,976710,976726,976570,976701,976509,976694,976786,976538,976666,976461,976486,976418,976235,976573,976837,976580,976464,976625,976397,976438,976679,976517,976340,976666,976943,976621,976832,976911,977067,976751,976950,976939,976655,976655,976517,976552
6,0,0,976747,976879,976772,976282,976964,976910,976774,976767,977109,977075,976842,976562,976626,976568,976728,976827,976670,977198,976604,976794,976607,976741,976598,976648,976587,976475,976931,976639,976713,976471,976582,976901,976960,976762,976634,976846,976755,976890,976769,977008,976757,976485,976616,976688,976773,976829,977046,976662,976607,976737
7,0,0,976919,976939,976647,976575,976843,976783,976650,976578,976504,976403,976471,976636,976738,976814,976794,976942,976696,976609,977311,976786,976373,976696,976752,976474,976921,976988,976587,976600,976644,976796,976457,976621,976528,976909,976643,976821,976858,976705,976621,976780,976559,976412,976672,976898,976541,976852,976828,977384,977346,977247
8,0,0,977010,976735,976998,976867,977251,976476,976598,976755,976982,976639,976839,976558,976517,976536,976512,976565,976733,976814,976762,976972,977066,977213,976976,976939,977099,977117,976710,977178,976703,976974,977033,976639,976573,976865,976908,976424,976381,976601,976465,976760,976799,976658,976487,976995,976470,976877,976755,976810,976652,976744
9,0,0,976767,976604,976742,976746,976995,976710,976614,976712,976537,976514,976550,976482,976710,976854,976743,977110,977153,976301,976925,976952,977055,977072,976714,976889,977122,976976,976604,976882,976790,976843,976796,976970,976939,976912,976573,976682,976742,976666,976901,976412,976489,976577,976510,976569,976818,976572,976707,976893,976509,976600
