Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
230,0,0,4111,4111,0,0,0,4113,0,0,0,0,8224,4115,0,8224,0,0,0,0,4111,0,0,0,4113,0,4115,0,0,0,0,0,4113,8227,0,0,0,0,0,0,0,0,0,8224,0,4109,0,0,0,0,0,0
231,0,0,4114,8222,4115,0,0,4109,0,8224,0,0,0,0,0,4110,4113,0,4112,0,0,4114,12339,4113,0,0,4109,4109,0,4110,16441,0,0,4114,4107,0,4113,0,0,4115,0,4114,4115,4115,4110,4115,12336,8226,20551,0,0,8218
232,0,0,0,12337,0,0,0,4117,0,0,4111,0,8224,0,0,4114,12339,4114,0,0,16446,8224,0,0,0,0,8221,4112,0,0,4113,4110,0,8222,8222,0,4110,0,4111,8227,4113,4115,4112,8225,8230,4109,0,8224,0,4118,0,12330
233,0,0,4114,4117,4115,8229,4115,6704,0,0,0,12336,8222,4113,0,0,0,4115,8222,4114,8227,8218,4116,12340,4113,4108,0,4114,12338,0,4111,4115,12340,8223,12336,12341,0,0,4115,0,0,0,12340,0,4113,4109,0,13974,8225,0,0,12333
234,0,0,4111,8217,8223,0,4107,15005,4112,8230,4115,12336,12339,8222,4110,4113,0,0,4109,14744,4111,0,4114,8225,8221,0,6411,0,8224,4114,12349,8227,4113,0,0,8227,0,0,4112,4115,8227,12337,4115,0,8225,4111,0,12332,0,12335,16456,4114
235,0,0,8227,24672,4114,20563,4113,4108,12331,0,16452,4113,8223,16444,20558,16457,4109,8227,0,8228,8224,4111,12338,4115,4113,8226,20558,12337,0,12332,16454,12342,12332,4109,4112,4110,4113,4112,4116,4111,4111,4111,4110,8227,4115,8230,4110,12343,0,8226,16448,8220
236,0,0,0,16443,4114,12332,0,16451,8227,0,8227,20565,4113,16448,0,4111,8228,16447,4108,12331,12345,20568,16448,8223,0,12339,4112,0,16452,16450,4113,20560,28796,12340,4115,12341,16451,8221,4115,12331,8228,20568,8222,0,8224,16443,4112,12335,9684,8224,16440,12344
237,0,0,8222,4111,8223,12339,0,8225,4109,16450,12332,8228,12340,21116,4114,20564,8223,8217,12337,20567,8223,8220,16454,4109,0,12336,16461,12335,8225,20563,8228,12331,16455,20559,8230,12336,12344,4114,8225,8225,12334,8228,4110,12338,8219,4111,4113,20559,16450,8225,8230,12337
238,0,0,20564,8229,4114,24676,20560,8223,28786,16446,24685,4109,4111,8230,12334,12342,12340,12344,16457,12345,12340,12340,12335,20565,20557,28788,20557,24672,12329,20562,20565,8226,8219,24689,10654,12339,12333,37004,16455,16460,20559,20566,16443,12341,20561,28773,24666,23910,28778,12345,8225,4108
239,0,0,8217,8220,20570,32891,12332,12332,16448,8223,28783,8227,24689,20575,12340,4113,20565,24671,20577,13542,28790,24680,37030,16450,12331,12333,8222,20564,16741,8226,12344,8219,24674,8222,20558,12336,24681,12336,16457,12340,12334,16449,24679,16448,16442,8229,32912,24688,24673,12351,8223,4114
240,0,0,4112,12337,8222,24680,12336,41118,8223,24676,12353,28816,16446,12339,16455,12339,12348,28799,16454,16445,24679,12336,12339,12333,28799,32912,41157,8224,16452,20578,28791,32899,32911,20567,32911,24669,20569,49382,28802,32928,16450,20559,12353,12345,24668,32914,28787,19578,20564,12345,28793,12338
241,0,0,35586,45244,22052,37029,12344,4113,16466,12345,28793,12344,45253,24688,24686,45255,45249,32901,28805,24683,37024,24685,45249,20570,24667,16456,16460,8227,32908,32900,41134,32903,24673,16446,20575,28785,41131,20577,28792,20565,37012,24681,37016,24682,49340,32911,12345,20558,20571,32917,16458,28798
242,0,0,41125,49372,28785,45249,53495,32917,45272,41144,12345,41155,20562,28802,37037,32906,53472,28786,28794,41138,20570,37012,28781,53498,28800,37015,41126,28811,37022,32901,28791,49368,53486,20557,49359,28791,32899,57579,32917,32926,45245,28801,32913,28786,45257,45240,32919,24685,20574,45247,61703,20588
243,0,0,57598,57590,78159,57586,57609,49364,41151,37033,49367,53478,61716,41138,59592,61710,45263,28801,57573,55969,69941,57600,37035,45262,28808,55746,49353,20557,69930,53478,45273,45273,28792,57597,45261,49361,53150,53479,41136,57621,53472,45242,69028,41150,60408,41123,47604,53477,65818,49373,37008,28798
244,0,0,45247,51439,53470,65820,57595,57579,49374,61706,45244,41130,69960,78165,61721,65828,65829,77880,41158,65830,61726,74219,61724,57591,41118,90514,41151,78159,53482,65855,65800,82275,38870,49371,49382,49352,37019,87043,20569,90523,53482,69942,53481,69937,69929,82277,57597,65854,61714,37034,49380,45274
245,0,0,65830,105302,102827,77176,74050,102869,94656,86387,94682,86422,86436,115194,102866,98742,61715,41145,94635,82612,71007,78196,82305,91976,86431,101979,74064,86382,86413,61720,98762,49377,86417,78425,65848,86814,74072,69959,90521,97461,94652,69961,78176,82289,90505,82280,53496,78181,69948,119323,98762,94611
246,0,0,106959,139889,90533,131639,111412,94655,127553,144018,123414,134289,131646,127594,115223,116105,119333,113959,98748,123455,131689,127555,111101,127595,96264,106982,96279,111079,102885,135781,160512,127567,119353,123442,135811,143981,90553,102863,123425,156346,107000,115213,123526,123409,135802,106986,131680,111097,97225,156357,131670,123475
247,0,0,187845,175505,123480,128927,185091,185147,160488,176920,226337,189267,152253,201509,136724,168554,213400,148138,133579,193406,188649,146261,177507,217750,137579,168664,185180,193413,172812,210990,144048,160450,139925,172829,168732,181032,168723,194896,168733,164592,181068,168734,193372,171946,139928,181042,148720,172805,209838,185151,115192,222677
248,0,0,183468,213982,222222,226390,208975,234541,234598,189234,201661,213976,219826,193418,240085,242779,181082,189307,237421,200229,205783,164604,164575,218125,239131,209889,238153,242776,211502,173008,222279,242798,193414,198507,226307,242790,205744,238620,234542,202286,201626,216177,214007,234580,236510,235974,238657,168713,263390,194474,232699,259253
249,0,0,308611,264913,267460,265580,201645,259264,300348,279798,318391,263681,238695,290273,280377,288016,263348,271608,275700,296288,260767,246903,307584,290797,280845,246860,322226,261738,267498,275718,267483,321627,279811,341564,207447,275708,304531,262182,253112,302300,288061,324247,242785,308627,271543,226387,290796,251023,275733,272037,296279,304508
250,0,0,362148,312831,320929,353804,366223,345676,349788,407459,366262,366190,358778,383185,349759,362123,329864,378379,405054,348302,374682,405193,390138,351714,373494,353197,313498,404682,370338,400200,347402,345651,360399,389964,376654,399106,427643,340223,358058,374036,357971,374457,374458,385326,368977,411689,378595,368994,351205,340967,404621,349783
251,0,0,450985,432092,433726,476119,406516,436163,481838,436854,459034,497920,419772,466205,501214,465781,464780,440332,410896,452641,448539,469167,464891,493794,446712,444381,473227,469136,452670,473181,456756,487094,481410,442000,456740,453206,396290,508782,485562,467730,448539,471105,463350,460920,429393,440758,448541,448519,435757,439285,413452,432938
252,0,0,209499,263858,271595,281024,263323,275600,264081,261234,271268,300477,249760,251852,279007,291948,260537,244953,255747,261064,277738,270086,271097,255145,292043,253584,266950,273684,257516,260202,263783,256887,265707,269339,284818,280394,265065,259006,273031,255962,275627,274956,262724,261611,261560,242149,253613,284706,293389,265035,264022,268331
253,0,0,319697,312183,344760,310271,334947,310671,318157,318410,331182,352571,358409,338740,334540,330115,332425,323971,325622,361610,341104,350865,361829,344947,348517,328510,323378,365942,328460,349912,364503,328716,313424,359430,338940,328540,352145,326583,356325,352378,338339,348394,359322,361901,372049,320135,339730,334519,353598,352500,326706,349554
254,0,0,388964,400406,408039,407822,396910,391655,391934,434942,396829,411174,411691,373132,413115,408580,424274,377312,431463,393204,400057,421087,383894,395549,391300,407535,414673,423051,417521,406163,421767,415127,391767,403987,423228,426218,429707,395782,420638,400231,395130,418732,423051,393074,398559,416067,382563,407411,394461,384221,424889,417244
255,0,0,478841,508539,498595,501197,477465,504373,518515,487085,474778,487942,489181,490891,485183,466185,457150,500129,461142,482592,500839,505400,479504,510191,491665,466291,473803,487464,488536,516541,498183,490224,477651,493404,453060,493425,472385,502464,462557,501251,478356,465568,499129,492926,489965,497159,488964,501165,479109,484855,490081,488432
256,0,0,591434,647418,633663,628336,656935,673359,643652,597849,648292,666272,626938,633021,647438,653722,653541,647017,641959,640128,654344,646005,625549,646180,639712,622223,643196,618929,649549,640529,662353,640403,644247,640445,639283,653883,648065,629203,630244,625075,656213,621189,628342,640241,658156,663008,651025,651121,643370,655939,668450,648753
257,0,0,669677,694993,694804,703390,724001,725379,696660,713266,694376,702827,713942,705519,710113,716315,704833,684800,725092,714804,682131,689613,701793,710336,709478,680698,718405,697315,707935,721671,710944,684885,723604,722036,717714,686254,719139,704449,715089,719789,688526,686059,687128,689356,714763,737780,697291,709936,686876,686943,714231,719185
258,0,0,904091,923970,919156,900486,905923,910892,914123,910147,912232,911902,918093,913949,913367,914872,916189,920173,911773,920708,898723,910183,908180,912665,925661,917764,907435,906700,914251,929320,922909,927829,917244,917665,907111,924671,918203,910311,920535,917184,905426,908629,910751,919013,916153,915470,916260,914409,906340,916986,913734,909845
259,0,0,928273,930254,931849,935186,937065,922117,932307,924964,919321,932603,933366,930016,928557,928607,937563,928322,934833,935547,931447,923691,936159,928790,935819,929994,937562,927586,921354,924742,932407,930460,936128,922101,942972,936852,934968,930539,927447,925641,928385,929251,930269,934952,931278,934357,950639,938665,940507,942051,934463,935964
260,0,0,939407,945135,945457,952946,942374,948216,947650,946696,954580,946457,946028,940587,935233,951296,946714,949024,939424,946587,942722,944874,941460,948035,947407,956171,943279,932508,951879,944010,940524,953036,949426,945256,941817,942711,938560,947812,950837,931455,952686,941964,939186,946782,952982,941512,946333,941989,940797,946799,943608,942517
261,0,0,835609,834276,842432,834643,840430,840116,851142,833316,835636,843712,835640,837121,831057,837590,832580,832219,832668,828044,839451,832415,836601,846815,846385,834433,839954,824352,824302,841903,825563,836267,839196,836696,833006,828817,841875,836018,835775,825906,826464,843261,833711,823804,835524,835083,845143,828080,836706,848536,836850,831230
262,0,0,844753,846568,843826,850552,855719,838993,852785,847622,853789,851422,853465,845860,847007,843749,850327,849318,844633,860450,851132,854896,856740,856642,852122,852629,856653,851718,849108,853285,854019,853165,851854,853742,854385,848731,851064,860085,853324,854023,849856,861192,851337,858627,849220,854384,850363,854839,851919,850579,855752,855718
263,0,0,862483,862946,856318,864135,861422,868571,859700,864949,877021,863410,869857,871617,869154,864495,865692,859643,868408,861182,865409,864437,865282,865317,867739,868767,867001,861801,865655,864712,865070,869407,866365,861967,863223,861799,868614,866112,868769,861919,859187,864631,870265,865159,869158,868758,861857,868094,867313,863777,865325,869511
264,0,0,869746,878333,868303,878552,873476,874612,870684,875245,876559,873619,875363,874817,879877,877612,871999,873587,872194,878318,870973,877703,876136,874718,880796,872721,870840,869927,875486,878153,872721,873934,881252,875108,873347,873547,870626,871471,875834,877447,874800,877615,875417,870601,874988,877072,874380,863005,872600,873285,872310,871788
265,0,0,970601,970640,970185,969589,968576,968172,968990,969078,968980,966158,970625,972736,971488,971357,970516,969662,971062,968808,970047,970171,970679,968789,968429,969971,970932,971147,971020,971390,966423,970730,969588,966850,971066,972620,969321,969113,969511,970844,965983,970658,970568,969160,970832,970516,967838,968967,968417,972311,970992,969847
266,0,0,973104,970607,973492,971831,971420,972873,968860,971039,974234,968932,969240,972253,973708,975393,968367,974154,971424,972741,971207,970310,972131,969590,972245,970309,970345,972123,973820,970981,970839,971339,972366,970665,972545,970105,970916,973586,974012,970392,971592,970530,972538,972825,971888,971323,971110,972850,971260,969500,970842,971281
267,0,0,974410,973992,973121,974596,973802,973748,973911,973973,971880,974462,970481,973905,973163,968964,974722,969669,974017,971862,973259,970942,973910,971879,972765,972533,970738,975006,973785,971635,972751,973359,972748,974142,971931,972390,972029,972665,971368,973166,972267,973571,972378,971366,973056,972550,972075,972669,972776,971165,974355,973212
268,0,0,974162,973101,973377,975014,974958,973924,975806,972708,974130,973003,971708,975211,974465,974192,972799,974738,973399,973714,972960,974508,975074,974969,973332,973070,974623,974229,973449,973711,973265,973920,972702,974149,972316,973646,972920,973488,974736,973840,973700,974065,974822,974139,973423,973673,974248,973193,974472,974602,975053,974085
269,0,0,974062,974303,973402,973177,975386,974841,974390,974101,973571,973827,973691,974606,974367,974845,972465,974964,974344,974005,974606,973852,974986,973505,974205,974367,974415,975392,975763,974489,974480,975092,974703,974417,972890,974776,974829,973883,973817,973692,973604,975329,975431,973987,974381,972477,975469,974222,974159,975041,973936,972431
270,0,0,975211,974988,975195,974923,974405,974534,975167,975360,973470,975084,973468,975632,975120,975618,975446,974910,975197,975851,974989,975454,974527,975650,975920,974319,975451,974801,973915,975495,974572,975103,974895,974422,973872,973768,975548,975608,973710,975427,974651,975568,974607,974848,975708,975607,975606,973193,975511,975097,974092,974777
271,0,0,975533,973955,975167,975639,975168,974124,974026,974954,975267,975649,974732,975614,975081,974652,974175,975598,974990,975417,975173,974902,975069,975026,976298,975988,975511,976014,974569,976046,976005,975875,975111,974937,975701,975910,975091,975520,975626,975370,975264,975190,973997,974728,975752,975684,975679,975290,975332,975224,975799,974977
272,0,0,895028,896268,895176,896714,897308,898893,896153,897100,897448,896318,896135,896515,897850,898324,895323,897376,895544,895902,896313,897033,896913,896744,897662,897476,896555,898153,895472,897097,895647,894710,895008,896667,893413,897132,896597,896938,895731,897204,896498,897591,897624,895870,895261,896614,894344,897487,895339,897945,896255,895684
