Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
230,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
231,0,0,1,2,1,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,1,3,1,0,0,1,1,0,1,4,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,3,2,5,0,0,2
232,0,0,0,3,0,0,0,1,0,0,1,0,2,0,0,1,3,1,0,0,4,2,0,0,0,0,2,1,0,0,1,1,0,2,2,0,1,0,1,2,1,1,1,2,2,1,0,2,0,1,0,3
233,0,0,1,1,1,2,1,2,0,0,0,3,2,1,0,0,0,1,2,1,2,2,1,3,1,1,0,1,3,0,1,1,3,2,3,3,0,0,1,0,0,0,3,0,1,1,0,3,2,0,0,3
234,0,0,1,2,2,0,1,3,1,2,1,3,3,2,1,1,0,0,1,4,1,0,1,2,2,0,2,0,2,1,3,2,1,0,0,2,0,0,1,1,2,3,1,0,2,1,0,3,0,3,4,1
235,0,0,2,6,1,5,1,1,3,0,4,1,2,4,5,4,1,2,0,2,2,1,3,1,1,2,5,3,0,3,4,3,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,0,2,4,2
236,0,0,0,4,1,3,0,4,2,0,2,5,1,4,0,1,2,4,1,3,3,5,4,2,0,3,1,0,4,4,1,5,7,3,1,3,4,2,1,3,2,5,2,0,2,4,1,3,2,2,4,3
237,0,0,2,1,2,3,0,2,1,4,3,2,3,5,1,5,2,2,3,5,2,2,4,1,0,3,4,3,2,5,2,3,4,5,2,3,3,1,2,2,3,2,1,3,2,1,1,5,4,2,2,3
238,0,0,5,2,1,6,5,2,7,4,6,1,1,2,3,3,3,3,4,3,3,3,3,5,5,7,5,6,3,5,5,2,2,6,3,3,3,9,4,4,5,5,4,3,5,7,6,5,7,3,2,1
239,0,0,2,2,5,8,3,3,4,2,7,2,6,5,3,1,5,6,5,4,7,6,9,4,3,3,2,5,5,2,3,2,6,2,5,3,6,3,4,3,3,4,6,4,4,2,8,6,6,3,2,1
240,0,0,1,3,2,6,3,10,2,6,3,7,4,3,4,3,3,7,4,4,6,3,3,3,7,8,10,2,4,5,7,8,8,5,8,6,5,12,7,8,4,5,3,3,6,8,7,4,5,3,7,3
241,0,0,8,11,5,9,3,1,4,3,7,3,11,6,6,11,11,8,7,6,9,6,11,5,6,4,4,2,8,8,10,8,6,4,5,7,10,5,7,5,9,6,9,6,12,8,3,5,5,8,4,7
242,0,0,10,12,7,11,13,8,11,10,3,10,5,7,9,8,13,7,7,10,5,9,7,13,7,9,10,7,9,8,7,12,13,5,12,7,8,14,8,8,11,7,8,7,11,11,8,6,5,11,15,5
243,0,0,14,14,19,14,14,12,10,9,12,13,15,10,14,15,11,7,14,13,17,14,9,11,7,14,12,5,17,13,11,11,7,14,11,12,12,13,10,14,13,11,16,10,14,10,12,13,16,12,9,7
244,0,0,11,13,13,16,14,14,12,15,11,10,17,19,15,16,16,18,10,16,15,18,15,14,10,22,10,19,13,16,16,20,10,12,12,12,9,21,5,22,13,17,13,17,17,20,14,16,15,9,12,11
245,0,0,16,25,25,18,18,25,23,21,23,21,21,28,25,24,15,10,23,20,17,19,20,23,21,24,18,21,21,15,24,12,21,19,16,21,18,17,22,23,23,17,19,20,22,20,13,19,17,29,24,23
246,0,0,26,34,22,32,27,23,31,35,30,32,32,31,28,29,29,28,24,30,32,31,27,31,24,26,23,27,25,33,39,31,29,30,33,35,22,25,30,38,26,28,31,30,33,26,32,27,24,38,32,30
247,0,0,45,43,30,32,44,45,39,43,55,46,37,48,34,41,52,36,33,47,45,35,44,52,34,41,45,47,42,51,35,39,34,42,41,44,41,47,41,40,44,41,47,41,34,44,37,42,51,45,28,54
248,0,0,44,52,54,55,50,57,57,46,49,52,54,47,58,59,44,46,58,49,50,40,40,53,59,51,57,59,51,42,54,59,47,49,55,59,50,58,57,50,49,53,52,57,57,57,58,41,64,47,57,63
249,0,0,75,64,65,65,49,63,73,68,77,64,58,71,69,70,64,66,67,72,63,60,74,70,68,60,79,64,65,67,65,79,68,83,51,67,74,64,62,74,70,78,59,75,66,55,71,61,67,66,72,74
250,0,0,88,76,78,86,89,84,85,99,89,89,87,93,85,88,81,92,99,85,92,98,94,86,91,85,76,98,90,98,85,84,88,94,92,97,104,82,87,91,87,91,91,94,89,100,92,90,86,83,99,85
251,0,0,110,105,105,116,98,105,117,107,112,121,102,113,121,114,112,107,99,110,109,115,113,120,108,108,115,114,110,115,111,119,117,108,111,111,96,124,118,114,109,115,113,112,105,108,109,109,105,107,101,106
252,0,0,201,243,239,248,240,247,239,245,244,248,225,231,241,253,250,213,221,228,244,237,234,231,234,233,236,253,235,243,226,239,245,233,254,253,238,233,242,247,241,236,242,228,238,216,239,246,255,232,229,239
253,0,0,270,263,277,275,276,265,269,280,272,309,297,273,273,277,266,278,274,285,291,272,296,291,285,273,265,288,281,289,304,287,282,298,290,276,281,281,295,281,294,293,294,298,292,269,295,283,295,281,267,293
254,0,0,309,332,325,318,330,306,317,343,326,325,331,306,328,335,328,298,340,324,328,325,326,328,324,331,327,346,342,323,336,342,329,326,337,343,345,332,327,327,311,336,336,310,322,334,305,330,313,315,331,333
255,0,0,373,376,376,379,373,380,386,380,357,380,372,376,377,362,364,370,360,362,371,384,373,390,372,354,360,371,384,373,363,374,352,371,353,372,371,372,353,378,359,352,374,364,373,378,370,394,360,367,382,374
256,0,0,418,432,442,431,429,441,434,421,430,440,427,426,433,444,432,431,435,430,439,436,434,438,438,426,432,427,435,433,433,437,436,440,436,433,437,421,419,429,435,416,426,429,443,436,431,443,431,440,447,427
257,0,0,450,443,448,454,452,450,450,446,448,447,452,448,444,449,452,441,455,458,446,449,445,456,450,448,447,450,451,451,451,453,453,454,453,450,452,445,447,455,444,447,455,441,455,454,449,454,451,448,450,452
258,0,0,220,225,224,218,220,221,222,221,222,222,224,222,222,223,223,223,221,224,218,222,221,221,225,223,221,220,222,225,224,225,223,223,221,224,223,221,224,223,220,221,222,223,223,222,222,222,221,223,222,221
259,0,0,225,227,226,227,228,224,227,225,223,226,226,227,225,226,228,226,227,227,227,224,228,226,228,226,228,226,224,225,227,226,227,224,230,228,227,226,225,225,226,226,226,228,227,227,231,228,228,229,227,227
260,0,0,228,230,230,231,229,231,230,230,232,230,230,228,227,232,230,231,229,230,229,230,229,230,231,233,230,226,232,230,228,232,231,230,229,229,228,230,232,226,232,229,229,230,232,229,231,228,229,230,229,229
261,0,0,464,466,464,466,465,466,466,463,466,466,466,466,465,466,464,464,466,466,465,466,466,465,465,466,465,466,465,466,466,465,465,465,466,465,465,464,465,463,465,465,465,466,464,465,466,464,466,466,465,465
262,0,0,466,465,466,466,466,466,463,466,466,466,465,466,466,466,465,465,464,465,466,465,466,465,466,466,466,466,466,465,466,465,465,465,465,465,466,466,466,466,466,466,466,465,466,465,466,465,465,465,466,465
263,0,0,466,466,466,466,465,466,466,465,466,466,466,466,466,465,465,465,465,465,466,466,466,465,466,466,466,465,465,465,465,466,466,466,466,465,466,465,466,466,465,466,465,465,466,466,465,466,465,466,466,466
