Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
13,0,0,15739,0,11814,11804,3932,7877,15742,7871,0,7870,19676,3937,15747,7868,3936,19673,15742,11809,3941,7872,3939,3932,0,11814,0,11810,7874,7868,15749,15737,7871,15749,3940,11810,0,3940,11809,7873,3937,3936,7869,7866,7869,7871,11809,7867,7872,7880,7870,19687
14,0,0,11808,7876,11805,0,3940,7877,0,11808,7869,7875,0,0,15746,3929,3939,7874,7869,15737,15751,3939,7872,11803,3931,7874,35423,11809,3936,7870,3938,15743,15746,3939,7876,7868,15750,11812,0,11815,7871,11809,11815,3936,11814,11802,7872,7777,11812,3941,11804,7870
15,0,0,11806,3932,11807,0,15751,3935,15734,11806,11803,11819,3935,7874,3941,11810,11811,19687,0,0,0,3937,19683,3935,7878,19686,7875,3934,11799,3935,3934,11805,3936,7870,15741,3939,11806,3941,3936,23626,3938,0,11807,11821,3939,7876,15743,15750,11802,15748,7872,7876
16,0,0,0,7869,11810,19686,27550,15746,3934,11813,7878,15733,3936,7861,7867,3938,7865,23612,7869,19677,7875,7871,19662,3938,11812,11815,7873,3934,7870,3935,7868,15563,3936,11812,3941,0,7873,7879,7872,19679,15747,3932,3934,15747,7868,3939,19683,7871,3937,3936,15742,11810
17,0,0,3933,11815,7874,3932,0,15739,7878,11807,7879,19685,7871,15747,15751,23621,3939,19671,15740,3930,0,7873,11800,15741,11810,15749,7869,3937,15753,0,15753,11814,3936,3934,11808,563,11813,3938,15745,11816,11811,11808,7874,11809,11814,7871,7873,0,3939,15754,7870,11812
18,0,0,7876,23615,7870,7868,11803,3935,15739,11815,7866,7870,0,15730,7878,19677,7872,3938,15739,15748,3935,11814,15734,11812,3944,11814,7875,15747,7875,27568,7870,3941,7872,11806,3936,15747,3936,7878,0,15751,3939,3937,7872,15752,15751,0,23609,11805,19676,3935,7876,7866
19,0,0,7867,11804,7874,7865,23624,7874,7873,7876,7869,23611,15732,23608,0,7875,7866,15741,7877,19676,11813,7871,7872,11801,15751,0,11796,3936,0,11807,3934,15743,7871,7866,7878,19676,23620,19676,27562,23616,23623,19693,3939,11803,7870,7875,7876,19698,15737,15733,7877,11812
20,0,0,11797,11803,15745,15741,11799,15745,19681,3937,15742,19680,11813,3936,7873,3939,11799,7868,15729,7865,7876,0,15740,15744,7873,15746,7880,11805,11803,7871,15744,3934,17419,19680,15741,27549,11813,11813,3937,19681,11812,3937,7873,3938,15745,7869,19673,15748,3939,11816,11813,11799
21,0,0,3940,3929,7875,7876,23595,11817,3930,3937,0,27555,7868,15745,19677,23615,10436,15741,3932,3936,19683,6971,11814,19683,7878,11813,0,35437,0,11811,15736,23625,11810,23614,11796,19683,3934,15736,19671,3941,15753,11816,7872,15742,15739,7876,7867,19679,11809,11809,3936,27543
22,0,0,12287,19684,3939,11805,15741,15740,11811,3936,27549,7877,11807,11807,11806,7871,7873,15754,3938,23615,11807,19686,7874,7864,11815,0,11795,11808,31493,15745,15745,11807,27565,11809,11809,19698,7876,19688,27551,19683,15741,11807,11801,11802,23615,3934,15742,11811,15752,7875,7881,11800
23,0,0,31491,3934,15746,19683,0,11809,9198,31484,3939,15745,3939,15736,15747,3935,19684,19680,11807,11814,15755,7874,19684,7869,15746,0,11815,19692,7876,7875,11815,11805,3932,11808,19674,7865,7869,11805,15751,11808,15744,11811,7872,7876,19683,23622,3936,27555,15751,11811,11812,15753
24,0,0,23623,7874,11815,3935,19677,19672,11799,15738,3938,15752,27550,7874,7874,11813,7871,7878,11808,3936,19679,19674,7864,23628,15742,11807,11807,11804,7872,19675,7873,15754,7870,15744,27553,7869,27549,11810,11812,7860,27554,7876,11815,11816,23615,11806,7873,7867,19509,3935,11805,11456
25,0,0,15751,19681,19674,15760,23615,27555,11808,3939,15732,7859,15742,23625,11805,15756,3932,19674,11812,3939,27550,19673,19682,3940,15749,19671,3939,19673,31497,11797,11811,15748,3939,19687,15747,23613,27560,11813,11809,15755,7869,19691,3934,15749,3935,21436,15751,11802,11802,23628,19683,19674
26,0,0,15751,19682,15738,11800,23603,11809,11803,11811,11793,7869,23606,19684,11808,0,7878,7872,11805,35436,11800,23617,19685,15738,22963,19694,15736,0,11805,15739,3941,11812,11805,27543,7878,15754,27564,15749,7873,15742,3939,15749,11800,3938,3941,15750,3938,27562,7870,7870,19681,19689
