Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
26,0,0,7880,0,7876,3937,7870,3932,3936,3934,3937,3939,0,3935,0,7876,0,7871,0,0,3935,0,0,3938,7876,0,3938,3934,7869,7872,3936,0,3936,3936,0,3939,3940,7870,0,3937,0,7880,0,0,3938,7873,0,0,0,0,11802,7872
27,0,0,0,0,7870,11802,7875,3934,0,0,0,3930,0,7870,0,0,11813,3935,3938,7876,0,11809,3936,3932,3933,0,3936,11799,0,7868,7874,0,3929,3941,0,3940,11802,0,3933,0,0,7864,7873,0,0,7865,3934,0,11801,3937,3939,0
28,0,0,7869,3940,0,0,7878,7878,0,3935,7870,0,7872,7867,0,3935,3939,11795,3933,0,3935,7873,3934,0,0,7869,0,0,0,0,3936,0,0,7872,0,0,0,0,0,3936,0,7871,0,7866,3934,7874,0,0,7866,0,7873,0
29,0,0,7866,0,7872,0,0,3933,7864,11798,3932,3937,7871,7865,3939,0,0,3932,0,15739,0,0,0,0,7866,3930,0,3938,7874,7871,0,0,7876,0,0,0,3939,3941,3933,0,0,7866,0,15738,3574,0,3937,7872,11802,3936,3932,0
30,0,0,0,0,3939,0,0,3941,0,7874,7874,3931,3937,11804,15749,3930,3941,3930,0,0,11812,0,7876,19679,7873,0,3939,0,3936,7870,3933,0,7873,7871,3937,3932,3932,0,3939,3939,3938,3937,0,3933,3932,7871,11812,0,0,3939,3935,3934
31,0,0,0,7877,11806,3939,0,0,0,3932,0,3937,7874,0,0,0,7867,7867,0,3938,3938,3939,0,3938,0,3933,3938,3939,3937,3933,0,7870,3934,7869,0,3929,15747,3939,3937,3938,3939,11812,7867,3936,7872,0,7876,7866,3939,7868,7880,3941
32,0,0,3935,2544,3938,0,7878,15741,0,7872,0,0,7875,3932,7869,3935,3938,0,7871,3933,0,3941,11800,7870,3937,3933,723,3939,7878,11811,15739,0,11809,3939,0,0,11805,0,3933,0,7875,7868,7868,3937,3933,0,11805,7873,3935,3940,3935,7872
33,0,0,3935,3933,7872,3938,7873,3935,3935,11805,0,0,3934,3939,3937,7876,3934,0,3935,7863,3935,15740,3938,3941,7873,0,7874,15740,0,0,0,3941,7863,7871,0,3939,7865,7874,3935,7877,0,11812,7868,7875,0,3940,3935,3935,15745,0,11810,7866
34,0,0,3937,3937,3932,7867,7871,0,3934,7869,3927,3934,11805,15745,11800,3939,0,0,3935,0,7865,3936,11812,7877,0,11812,7876,3941,3937,3934,0,7869,3939,0,0,7869,3938,0,3933,3933,3936,7871,7871,3935,7871,0,3939,3933,7873,7878,0,7869
35,0,0,0,0,19693,3935,3939,0,3935,0,0,7882,3938,7869,0,7877,0,19690,23603,0,7879,7873,15732,12933,7869,3935,3932,15734,11806,3935,7865,7869,3932,3937,19677,3929,7870,3937,3929,0,7872,19663,3937,7874,11818,0,3937,0,0,3933,0,15734
