Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
217,0,0,0,0,0,0,0,0,0,0,7874,0,3934,0,0,0,0,0,3938,0,0,0,3939,7876,0,7881,0,3933,0,0,3940,0,0,3938,3936,7874,3935,0,0,0,0,3941,0,0,0,0,0,7866,3936,7881,0,0
218,0,0,3939,0,0,0,0,3938,3939,0,0,0,7875,0,0,3939,0,0,3940,0,3941,0,0,0,3931,7877,7881,3941,0,0,0,0,0,0,0,3937,7872,0,0,3940,3934,3936,3940,3938,0,0,3940,3941,0,0,0,0
219,0,0,3936,0,0,0,3939,7882,0,7883,7880,3934,3938,0,3938,7869,3937,7871,0,3934,3933,7880,3938,0,11815,0,3938,3940,3941,3939,3941,0,3940,0,3940,0,3934,0,0,0,0,3932,0,3937,7879,0,3931,3939,0,0,0,0
220,0,0,3932,3940,0,3944,3933,0,0,0,3938,0,0,0,0,0,0,3934,0,3937,7871,0,3938,7877,3936,3940,0,7874,7871,3941,0,0,0,0,3933,7878,0,0,0,3939,0,0,0,11811,0,3940,0,7881,0,3937,0,0
221,0,0,7882,3935,3936,7864,3941,0,7869,3937,7867,0,0,7878,0,0,7875,7873,3937,0,7879,3937,0,3938,3939,3938,3936,7880,3941,3939,3939,11821,3938,3937,0,3936,0,7876,7876,3936,3934,0,3938,0,0,0,3940,3938,11801,0,0,0
222,0,0,3936,3929,0,3939,7878,3940,3939,3935,3939,0,3940,3939,3931,3938,19674,3939,7880,0,3939,0,3940,15762,11822,11810,3935,7875,7878,15750,0,7875,0,3940,0,3941,0,0,7875,0,3936,11814,0,0,3932,0,3936,0,7879,0,0,3939
223,0,0,11811,3941,3935,0,3939,0,3937,3944,0,3936,7878,0,3935,0,7867,7874,0,0,0,0,0,0,3939,3939,11811,3935,7871,11809,0,7873,7877,3941,0,7876,0,3935,19692,3936,7873,7876,3937,7880,3941,7870,0,11801,7873,7865,7870,15746
224,0,0,3934,7879,3940,3937,0,0,3940,0,3939,3937,7869,3938,15740,7875,0,0,0,15736,0,3939,0,11817,15742,7871,7879,3939,7876,7876,3941,15741,3940,3941,3934,7870,0,3934,0,3936,15753,3938,11804,9531,3934,0,0,3938,3939,0,11820,3939
225,0,0,7871,0,3939,7882,3941,15765,11814,3934,7866,7872,7876,3938,15747,11824,3936,7883,7878,7873,7880,3936,7878,7880,7874,0,7871,0,3935,3940,15741,7875,0,0,7876,11813,3937,3938,7879,3939,7881,3939,3942,0,3939,7882,3938,0,3933,0,3939,3933
226,0,0,15750,0,0,7875,0,3940,7878,7879,3932,7874,11807,3939,7879,3936,3941,3936,7882,7881,0,3938,11816,3936,15743,14968,7876,3938,7874,7873,7876,11809,5027,3940,7881,3933,11812,15740,7877,11814,0,7872,31496,0,3939,0,15757,11818,3934,7881,11811,0
227,0,0,15746,15747,3940,3940,11818,0,11815,7881,11814,3940,15760,7877,7878,15755,11807,7876,19681,23619,19682,15749,7877,0,11811,11812,3940,15755,7880,15754,11803,7875,7872,0,7873,7876,3935,3937,7867,27575,11814,3938,23615,0,0,7862,7874,11810,7876,7877,3939,7878
228,0,0,7880,3939,0,7876,3941,7872,3931,7877,3940,3940,7873,11810,15748,7881,7873,7875,11820,3939,3939,3940,11811,0,19689,11806,3935,7877,0,15753,11806,0,7883,15757,0,11813,7879,15734,15759,15743,3935,15757,0,27570,3934,7881,0,19693,0,11816,0,0
229,0,0,7880,15746,7875,11815,15754,15758,11815,11827,15759,7876,11808,7869,3935,27556,19679,3939,7875,11814,3938,21961,11810,11814,6501,7875,15743,23626,7871,7881,23633,11815,11810,7875,17811,3939,0,7874,7868,3936,15754,11817,7868,11818,7866,3939,7877,27557,7872,19686,19905,7878
230,0,0,7880,19677,3932,3932,23632,3940,23622,23622,11819,15749,3936,11807,15747,7870,3934,15747,11817,11815,19697,11812,7876,7870,7868,7871,19687,11813,15751,11809,15742,11816,19687,11813,19697,15742,7870,19683,19686,3943,7881,11816,7872,11812,12188,0,19688,11801,23611,15750,7880,27563
231,0,0,15755,15744,3937,11810,15750,11816,11811,11814,27568,15758,23634,19680,7874,11817,15749,19686,7874,7895,11818,7874,19671,3935,11810,7877,19693,23618,15757,23610,3939,7881,23614,15753,7876,11809,27556,15747,3938,23623,7870,3937,19686,11810,15745,11817,15744,19696,19691,11811,15744,11813
232,0,0,7868,7878,11816,11811,11812,11813,23634,3934,15756,15749,11812,11815,3936,7861,0,23616,15766,27554,7873,11817,27564,15074,11803,23634,11820,15746,31497,15750,7874,35446,19683,27560,7876,27568,23623,23622,7874,23629,11816,23620,3939,0,15741,19688,11801,31500,19694,7875,15752,3941
233,0,0,19675,27574,15746,23626,15749,23616,11803,11816,7877,15751,11816,19698,15745,19702,15749,23643,15753,11803,7876,11816,11806,11817,3941,27573,3931,15749,11819,7883,23611,23630,27566,19692,19694,23629,15755,19692,15747,23622,31513,10981,35443,27563,27544,15750,35441,27564,7882,15755,11816,15738
234,0,0,11817,15747,27570,39385,11804,11813,19696,15768,23629,22160,23615,19696,8669,27572,27567,15747,28460,15753,0,11814,43309,35436,15755,23634,11814,23622,19687,12518,11811,19682,27565,11819,35453,19695,23629,35421,31496,11824,27552,19677,19685,23621,31486,31508,27570,19699,35432,19689,39385,19682
235,0,0,27567,11801,31493,23618,27569,11814,31503,7876,23609,23636,23623,23608,19687,19698,23632,19671,23629,47255,15749,19692,23606,19692,7881,23635,35439,15744,27573,31492,19683,27563,15748,35429,11817,15758,19682,35450,27565,27551,11807,23618,35436,27578,15754,19684,35451,31516,23630,11820,15743,23641
236,0,0,15749,23632,35460,35432,19684,27571,31518,43319,15759,31495,23617,7871,31503,27567,19687,43321,23634,35432,19697,35433,3931,23623,23638,19682,31510,21751,15750,27565,23629,19678,27562,23636,23621,23617,27563,31499,51202,27565,35427,43319,27554,35448,27541,47263,7869,19689,39371,23620,31515,19698
237,0,0,23633,27566,27563,47252,43300,39382,35444,19676,51198,27558,31502,15749,19691,27582,27572,35445,27555,27563,35445,27563,35421,31502,15753,31495,35451,43324,11804,47246,31508,19700,39385,27560,23630,51191,51184,35435,27551,19690,27553,31511,27556,55104,27550,23635,19684,43778,47232,31490,31510,15754
238,0,0,23625,39394,27561,27558,43321,15746,47261,23604,51164,39394,35447,35435,44656,27560,27570,35432,47252,47243,27569,35436,3940,55131,23618,35443,39385,51184,31500,23625,19692,43325,35428,27542,59075,31506,27565,55110,27555,35457,39390,31519,31503,47256,25404,51207,27564,31504,31486,23635,35443,39367
239,0,0,31625,51178,39380,35450,35444,59062,47242,35441,31490,43303,43309,35441,43306,51180,23616,23628,31501,55134,27563,31503,27553,31502,31505,31510,55129,47238,51199,27574,28936,43902,31639,31498,43333,36582,47241,39381,47250,55112,78763,51178,51161,41684,35432,19682,55148,35433,51168,39372,66936,39378
240,0,0,43308,62993,27569,55128,43312,39385,43302,51184,39362,62991,35434,66923,31489,62994,47241,55121,43318,55107,35428,23633,62993,59008,66943,39360,72729,62987,47241,59081,62999,66962,43315,55123,59057,31498,59081,35444,31505,47250,15740,63012,39368,43306,39376,35435,51188,43282,55114,39350,59064,51177
241,0,0,59043,47244,47260,43306,62980,47263,35478,55110,59070,39387,70845,66948,59113,53730,70858,55786,90583,41579,47248,74817,35431,55131,70893,74825,39387,39375,63021,51200,59081,55126,74833,59057,43306,63014,81747,47236,43312,64005,70897,59079,44778,62992,47257,74829,59047,55120,66923,66957,55097,59073
242,0,0,63001,55138,80887,63009,70867,55152,59053,55125,90566,61077,70864,57837,70887,70867,78733,66959,90564,74804,56603,55134,78779,70858,74811,66935,63012,62974,40109,70869,55137,63007,66962,74818,82684,59070,78766,66933,70866,55132,62992,62982,87728,59060,59076,74816,90565,66929,62668,71016,51192,66929
243,0,0,59076,82666,90599,90584,86617,86619,74817,98450,82730,125996,102381,70860,78759,90536,90592,83134,98454,79405,98455,67380,82683,74819,90579,74827,82684,90568,90565,82684,122120,74802,114192,105155,110250,90564,103275,86640,90894,82670,86652,90560,63022,82688,89888,78767,82680,86629,82691,97597,102167,70870
244,0,0,94508,110277,106348,118138,118095,98452,129961,102993,118137,78770,98456,78763,114205,118402,90573,86611,98426,114209,122072,90554,102406,94469,86610,94451,107224,125190,102373,96707,133873,106347,62996,118091,90582,110252,90350,102378,110281,118223,106345,98450,90583,112656,129702,78779,118165,74804,86632,106339,114525,94514
245,0,0,122092,141734,118127,139568,132171,110242,108874,129931,118163,102774,110234,122038,122007,118158,98854,137848,114195,141768,123969,122067,133874,141773,138223,125980,122079,129960,126782,141740,94607,137427,118131,157520,129967,114214,141705,141779,141755,141744,137774,165387,133907,122105,126002,129930,110269,126024,118161,102386,133889,157503
246,0,0,48890,53949,69730,71246,63122,76494,69166,44319,64776,66750,60558,62884,72414,71098,61126,83930,61758,62547,54794,67048,84829,65108,52272,54574,45520,68749,67883,64258,55317,76438,74574,57670,82578,65405,55600,58256,49145,71195,61912,70567,53204,72693,79607,57957,70618,78375,64678,74055,70808,84392
247,0,0,72549,77356,85358,66970,74957,82627,77848,95497,72448,84613,79439,81244,90805,79567,86273,76819,103525,85379,75099,90784,69292,87782,77651,83014,78446,61029,73320,71080,75818,80210,76631,89995,87709,68561,87993,92241,84193,76164,93694,76998,67282,84250,73951,83833,82127,69255,75361,83820,88093,69932
248,0,0,82505,90691,104884,103460,100539,114425,78654,125743,82199,92615,89628,99950,103808,74272,96816,83289,89735,109754,85474,90413,104676,83524,93395,99303,96416,77349,85027,82999,84080,109554,101881,106977,99428,105391,100087,92233,78722,80948,88895,95794,107173,115837,92163,93050,98553,106580,76148,95389,90655,113017
249,0,0,115593,112373,128375,100911,115731,119626,112638,108378,110185,129724,114464,121954,129116,133249,138153,146337,112501,109995,112394,112270,134376,111617,119035,111851,102818,97192,128467,118138,95031,115069,104385,114638,119272,119155,112359,114301,110667,130275,136082,111144,119637,102775,132346,115985,115792,108703,123009,125532,128637,112239
250,0,0,127087,142828,129906,138905,134991,156120,150402,149761,145203,132843,138564,158617,140426,120998,146508,138412,132157,140400,118745,137754,108901,122408,113892,162293,132175,143057,152403,135267,129850,152518,153846,147583,144232,128153,118605,152032,156959,137317,138976,146385,136395,161739,134072,140672,116538,128110,135256,127631,140423,115520
251,0,0,157805,170155,183004,184680,178789,156595,158617,152692,184337,150382,175548,149568,168938,153297,166743,165589,183440,154867,173038,163739,170388,168599,174422,153862,171737,155079,153074,186506,160522,168865,174277,160330,147421,170055,160471,150585,169476,171619,161306,161533,174081,161199,174231,165257,163778,174502,149175,154718,163932,165763
252,0,0,195782,198833,180454,192913,195079,180294,206408,180645,174577,205276,202112,198574,216462,193493,191852,181511,188539,174130,207394,176780,177165,183607,196973,173388,185329,182776,199917,211744,174990,193374,187346,199089,179398,184337,194530,176681,198273,204308,180034,193369,193928,199283,224674,190472,194411,187079,192406,183958,201984,195338
253,0,0,229297,219191,242706,245041,225313,247481,228047,244087,247874,255201,220063,251754,246035,249946,236675,230838,211509,233063,191553,244803,211868,210729,218711,213375,260303,251309,240572,224591,219017,217385,240560,213318,229512,217772,241572,231642,224594,251846,231064,218027,237708,222972,221334,220032,202308,233948,211774,223863,246031,226060
