Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,474,475,475,475,475,474,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,475,474,474,474,475,475,475,475,475,474,475,474,475,474,474,475,475,475,475,475,475,475,475,474
1,0,0,474,474,475,475,475,475,474,475,475,475,474,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,474,474,475,475,475,475,475,474,475,475,475,475,475,475
2,0,0,475,475,474,475,474,475,475,475,475,475,475,475,474,475,475,475,475,475,475,474,474,475,474,475,474,474,474,475,474,475,475,475,474,474,475,475,475,474,474,474,475,475,475,475,475,475,474,475,475,475
3,0,0,475,475,474,475,475,475,475,474,475,475,475,475,475,475,474,475,475,474,475,475,475,474,475,474,475,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,474,474,475,475,475,475,475,476,475,475
4,0,0,475,474,475,475,475,474,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,475,475,475,475,475,474,474,475,474,475,475,475,474,475,475,475,475,474,475,475,475,474,475,475,475,474,475,475
5,0,0,475,475,475,475,475,475,475,475,475,475,474,475,475,475,475,474,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,474,475,475,475,475
6,0,0,475,475,475,474,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,475,474,475,475,475,474,474,475,475,474,475,475,474,475,474,475,474,475,475,475,475,475
7,0,0,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,474,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475,475
8,0,0,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,474,475,474,475,475,475,475,475,474,475,475,475,475,475,476,475,475,475,475,475,475,475,475,475,475,474,475,475,475,474
9,0,0,475,475,475,475,475,475,475,475,475,475,475,475,475,474,475,475,474,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475,475,474,475,475,475,475,475,474
