Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,889472,892450,895149,896074,891118,894980,892400,894667,893607,891441,895371,892552,893531,893107,895836,888776,888728,896008,894231,890877,892133,899222,886888,887385,893914,890523,893068,895190,893290,893529,890168,894101,892971,887724,889297,899652,895438,891357,895230,890376,897415,893704,892565,895503,886370,893854,891169,891873,888326,896946
1,0,0,889063,887857,895542,895563,889140,891516,898025,894829,891703,892570,893853,890598,892395,890146,890062,888936,885812,895512,893806,890087,895803,889146,891020,887044,895173,892822,893960,897530,895286,896189,891659,889482,891513,893017,890610,891419,890423,889522,887364,895147,894687,895712,893052,889758,892398,893569,886979,889219,888056,890120
2,0,0,890016,890206,889895,888962,894512,887374,886517,889474,889581,893806,890680,891787,887597,893074,888076,894148,892512,889627,890692,889132,888248,888741,890155,888241,888690,892357,890935,889395,892706,892010,892420,894223,889990,891578,891248,886760,891532,890034,887977,889875,889438,892892,887985,889766,897680,894996,893243,888681,889845,892607
3,0,0,897948,897534,893182,889046,891229,887201,896652,889425,894596,890946,892088,896348,895385,890268,890934,892800,889550,894172,892923,892751,891772,888761,889705,889206,892690,891476,890975,890161,891290,887386,892393,891549,891137,890930,891266,889103,891247,890514,889934,893255,887459,890600,898632,888006,890011,890473,892270,892445,888173,893637
4,0,0,895504,890408,892882,893350,894218,890527,890362,892366,892383,889124,889179,893586,891810,892408,889370,890625,889489,891638,890719,890213,894205,891050,891454,895553,890802,897625,888131,889787,889459,888755,894298,894036,890459,888690,892085,894884,891550,896841,891331,889030,886623,894534,890342,890024,891669,890566,888754,892791,891693,894949
5,0,0,889155,896323,895036,889732,887996,894427,891374,890897,893966,888871,891809,887266,889853,890008,894840,887240,890700,893518,894335,890477,889775,893826,890998,892327,895377,895884,889852,891134,893208,887613,888082,893191,894799,893001,889034,892043,888367,896031,889548,897469,891244,891313,888544,893606,893512,892244,893528,888856,889519,895734
6,0,0,890580,887324,893181,891838,891727,891570,889712,891709,891185,888637,893111,886989,886396,887216,892139,896831,891152,897073,894742,895145,894089,895028,888733,892597,894646,890491,894233,893106,887831,890096,894109,888149,888282,892886,891349,890664,898436,894432,888383,892116,894546,887003,890456,889375,893334,889030,898577,893413,885434,889545
7,0,0,894450,891903,890497,896701,891598,889987,887399,889357,890861,888540,891763,894832,887180,893044,893909,895689,894338,886269,893471,889489,893385,884480,894861,891729,898167,892609,890697,891353,889346,896053,887964,892203,892953,892246,892843,892565,890993,892960,886771,887237,892571,894905,892359,897701,890775,892555,892290,889975,895192,888600
8,0,0,901042,889217,892882,894961,895115,896815,895188,891820,890947,890517,892586,895209,894934,891564,889738,900503,896500,895856,892226,889249,888674,891122,894109,892699,887650,888703,892053,890909,893619,892206,893919,891664,888005,892425,893906,893597,891630,896088,894747,891989,894399,896230,891655,892959,895616,896735,892040,896262,893471,892296
9,0,0,892822,888162,892872,891470,892034,895907,893995,898510,893928,894096,895166,898100,891064,888704,893877,897987,894951,897359,896610,894192,895968,897022,898049,892493,893856,889759,890335,895933,889850,892955,890256,895192,886839,891105,894775,888303,888593,898264,895694,893819,894475,887778,892140,895170,889670,893054,891703,894497,900947,891158
