Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,213,219,221,220,220,217,221,218,220,219,220,216,219,219,216,220,218,218,220,219,219,218,216,218,219,219,221,218,220,216,217,219,220,217,222,221,219,220,219,221,216,218,220,220,218,217,216,218,218,216
1,0,0,219,221,218,219,222,219,219,219,217,222,214,222,218,219,217,219,219,218,215,220,221,217,218,219,218,221,220,219,218,221,218,217,220,219,219,219,220,218,217,217,219,221,221,216,216,220,218,219,221,220
2,0,0,468,474,468,473,471,472,468,470,472,470,474,471,470,472,469,469,474,474,469,473,470,472,475,468,471,470,473,472,473,469,473,466,473,470,471,472,469,473,471,472,470,467,471,474,472,474,470,471,471,469
3,0,0,473,475,474,472,470,473,472,470,474,474,470,473,472,476,474,470,472,470,474,474,472,469,472,474,475,470,471,472,475,471,473,473,472,475,471,470,471,471,470,471,473,470,472,472,473,475,473,473,473,469
4,0,0,472,471,474,474,473,473,471,473,473,474,472,470,473,472,473,474,473,476,470,475,471,469,474,474,472,473,474,473,476,475,471,470,470,475,472,473,470,469,471,473,470,467,472,474,472,473,474,470,470,471
5,0,0,224,225,225,225,223,225,223,225,224,223,225,222,223,226,224,224,223,226,224,222,227,226,227,225,223,224,224,223,221,225,224,224,220,221,222,223,225,224,221,224,224,223,223,221,223,223,225,223,221,226
6,0,0,475,474,470,473,470,472,471,475,474,473,474,472,472,473,473,475,474,472,473,473,473,473,474,471,475,474,473,474,474,473,474,474,475,476,474,474,473,474,475,472,474,473,475,473,473,474,475,475,474,472
7,0,0,473,474,473,475,474,474,475,475,473,475,472,472,474,473,474,475,474,472,474,473,475,474,474,475,472,474,474,471,473,474,473,470,472,474,474,475,472,475,471,475,474,475,474,474,472,475,474,475,472,474
8,0,0,229,227,224,227,224,226,227,227,227,227,227,229,228,227,226,227,226,228,226,226,225,225,226,227,227,226,227,225,227,227,228,229,227,229,227,226,226,227,228,226,227,227,226,227,228,227,227,228,227,228
9,0,0,475,475,475,475,473,475,474,475,475,474,475,474,475,475,473,474,475,473,475,475,474,475,474,473,474,474,475,473,475,475,475,472,474,475,474,474,476,470,473,474,471,474,475,474,472,475,473,475,475,476
10,0,0,473,475,475,474,473,475,476,475,475,475,475,474,474,475,475,475,475,473,474,475,475,472,474,474,475,475,475,475,475,475,474,475,474,475,475,474,475,475,475,474,475,474,474,475,472,475,476,474,476,474
11,0,0,475,474,472,475,475,475,473,475,475,475,475,475,475,475,472,475,475,475,475,475,475,475,473,475,475,475,476,475,475,475,473,475,475,474,475,474,474,475,476,475,475,474,472,474,475,475,475,473,474,475
12,0,0,474,473,473,475,474,475,475,475,474,475,475,475,475,476,475,475,475,474,475,475,476,475,475,475,475,475,476,475,475,475,474,475,475,474,475,475,474,475,475,476,476,475,475,474,475,475,476,475,475,474
13,0,0,232,229,232,231,232,232,231,231,232,231,232,231,230,230,232,232,230,229,230,233,232,230,229,232,232,231,230,232,232,232,229,232,229,232,230,230,229,231,231,230,232,232,231,231,231,231,231,230,231,233
14,0,0,232,232,231,233,232,231,231,233,232,232,231,231,231,231,231,232,230,232,231,231,232,230,232,232,232,232,231,231,230,231,233,231,232,231,232,231,232,232,233,232,229,233,232,231,231,230,231,233,231,232
15,0,0,476,475,475,475,474,475,476,474,474,475,476,475,475,475,474,474,475,475,475,475,476,475,475,475,475,474,475,474,474,475,475,475,475,475,474,475,475,475,475,474,475,475,475,475,476,475,475,475,475,475
16,0,0,476,476,475,475,474,475,475,475,475,475,475,475,475,475,476,476,475,475,475,475,475,475,474,475,475,475,475,474,475,475,476,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475
17,0,0,233,232,234,231,233,235,233,233,234,233,233,233,233,233,233,233,234,234,234,234,233,233,234,233,233,234,232,234,234,234,233,234,234,233,234,233,233,233,234,234,234,233,233,232,233,234,233,233,234,234
18,0,0,476,475,476,475,475,475,475,476,475,474,475,475,475,475,475,476,474,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,476,475,476,475,475,475,476,475,476,475,476,475,475,476
19,0,0,234,234,234,234,233,234,234,233,233,235,234,233,234,233,234,234,232,233,234,234,234,233,234,233,235,235,234,234,235,234,233,234,235,234,233,235,234,234,233,234,233,235,234,235,234,233,234,234,232,233
20,0,0,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475,475,476,476,475,474,475,475,475,475,475,476,475,475,475,475,476,475,476,474,475,475,475,475,475,475,475,475,475
21,0,0,475,474,475,475,475,475,475,474,475,475,475,475,475,475,476,475,475,475,475,475,475,475,475,475,475,475,474,475,475,475,476,475,475,475,475,476,475,475,475,475,475,475,475,475,475,475,476,475,475,475
22,0,0,475,475,475,475,475,476,476,475,475,475,475,475,476,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,476,475,475,475,475,475,475,475,475
23,0,0,475,475,475,475,475,475,475,475,475,475,475,475,475,476,475,475,475,475,475,475,476,475,476,476,475,475,474,475,475,475,475,475,476,475,475,475,476,476,475,475,475,475,475,475,475,475,475,476,475,476
24,0,0,475,475,475,475,475,475,475,475,475,475,475,476,475,475,475,475,476,475,475,475,475,476,475,475,475,475,475,476,475,475,475,475,475,475,475,475,475,475,475,475,476,475,475,475,475,475,475,475,475,475
25,0,0,475,475,475,475,475,475,475,475,476,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,475,476,476,475,476,475,475,476,475,475,475,475,475,475,474,475,475,475,475,475,475,475,475
