Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
22,0,0,0,0,11814,0,11802,0,0,0,3938,7864,3932,3933,0,0,3936,3939,7873,0,7874,7869,11810,11808,0,7874,3939,0,3940,3937,0,7876,3938,3933,3936,7873,11812,3934,3939,0,3932,0,3939,0,3936,7871,7870,3934,7868,0,3937,3941
23,0,0,3933,0,11807,3938,3937,11805,3939,7866,7872,7875,0,0,3936,7865,7877,0,11809,0,0,0,7864,7867,0,0,11813,0,7873,3938,3939,3939,3927,7873,11804,7872,0,7873,7870,7872,3935,3939,0,3934,3935,3939,7871,0,3938,3939,3930,0
24,0,0,7872,0,0,7863,0,0,0,3937,0,3936,11810,3938,0,7877,7871,13012,3936,3939,0,3939,3935,3938,3935,0,3938,3936,0,3938,3939,11810,7243,3935,11808,0,3932,3933,7862,11816,0,3933,3934,0,0,0,0,11803,0,3937,0,0
25,0,0,3939,3937,0,3932,11805,3939,11803,7862,7877,15749,7876,0,3939,3933,15749,0,3937,7872,3938,7864,3937,7866,3939,3934,7869,0,7870,7871,3933,3932,0,7874,0,0,3939,11802,0,3933,0,3936,11809,7870,7873,0,0,7877,0,7871,0,7871
26,0,0,7876,3938,0,3938,0,0,3937,7871,3939,0,3941,3934,0,3935,3939,3940,3939,11794,11810,0,0,0,0,0,7869,3936,3938,7871,11809,7872,3932,3938,3927,3937,3938,0,7871,0,3938,3942,3933,23608,3939,3933,11796,0,7868,0,0,5609
27,0,0,0,0,11806,19688,0,11815,3935,3938,0,0,7876,7874,19676,0,7870,0,7869,7872,7869,10207,0,11815,3935,0,3937,11804,7877,7871,7869,7879,7869,7868,0,7866,0,3937,3938,3937,15748,0,0,0,7869,7874,3937,7874,7866,0,11811,0
28,0,0,0,3932,15749,0,7879,0,3939,7869,0,0,11806,11815,0,3935,3939,3939,3936,3931,0,0,3939,0,3932,7868,3937,11799,7872,3939,11814,3939,7868,0,3941,3940,3938,3939,7876,0,3939,3937,7874,0,3936,7872,0,7867,3939,0,0,3932
29,0,0,3937,7877,15752,0,0,3933,7871,7868,3934,7874,7875,0,0,3934,7874,7875,0,3936,11806,19686,3933,3927,0,15745,3935,11809,11808,7871,11802,0,7868,3937,7867,7871,7874,15740,3937,0,7876,3932,7877,3935,3934,7878,11797,7869,3934,11806,0,0
30,0,0,3939,0,3932,15735,3939,0,0,0,7873,3934,0,7864,3931,7871,0,0,7873,3934,0,3933,0,0,7865,0,7869,0,3936,7874,3937,7869,7875,11820,0,7876,0,0,3933,3932,0,0,0,15743,15735,7866,0,3932,3935,11803,0,3937
31,0,0,3935,3936,7866,3940,3932,15739,11803,0,3938,0,0,11813,0,7870,0,7858,7875,0,11814,7878,11808,0,11807,0,11807,11809,11805,0,3939,11804,3940,0,3929,7877,3930,7872,3940,7868,0,7868,7879,0,3934,15739,3933,0,3935,3935,11813,3936
32,0,0,0,3937,3937,3937,0,3939,7869,7872,3938,15752,15752,0,3977,7867,0,15740,0,7876,7871,7876,0,0,7866,0,7871,0,0,11805,3936,3936,0,15743,11072,3936,7871,3935,7870,3932,0,15754,23614,11805,11812,4449,15733,3933,3941,0,7884,7880
33,0,0,11807,3932,0,0,3937,7865,7872,11812,11799,7863,3934,8122,7872,11811,7877,7875,3938,11808,3937,15587,11807,3935,11812,7867,18747,7872,11800,0,3940,3933,0,11808,11803,8570,19679,11804,7869,15749,0,0,3937,0,0,3932,7873,11816,11807,7869,7871,7871
34,0,0,0,3934,11805,3939,7875,0,11796,11809,3937,27539,3930,27538,0,3935,19688,7872,3941,3937,0,7873,3932,19679,7869,3932,3935,11804,7864,3936,11809,7869,7877,3938,11808,0,7872,11806,0,3938,0,3927,3939,11804,19695,3933,7873,3931,3938,7871,7875,11806
35,0,0,11807,3938,7867,19682,11798,11810,3937,3935,7873,0,3939,3932,15743,11808,15744,11803,7871,7867,3930,15758,3937,3932,0,7876,3936,7870,3929,3932,19686,15753,0,0,11813,3940,3932,7869,7880,11811,15746,11806,3932,11804,7873,11815,7873,3935,7876,15751,11812,15750
36,0,0,0,11812,11803,3932,11813,23619,0,7872,11814,7867,3938,7878,19687,19679,7871,7869,7869,19684,3938,11807,7871,7863,11805,11805,7871,7873,15746,3939,7872,7874,15750,7864,11813,23617,0,7871,11811,3939,11803,0,11798,7874,7876,3937,19679,15742,11809,7874,11808,19678
37,0,0,19674,3933,3932,19685,11803,11804,0,0,3935,7878,0,3935,7872,11807,15743,15749,3938,11798,15749,7870,3934,11805,0,11817,7880,3937,19672,7867,3933,0,7874,3938,0,0,3937,3938,7865,10160,7874,0,11806,7871,3938,3935,23621,11806,0,15746,15736,19679
38,0,0,11808,7875,7877,11812,7873,15739,11808,7878,7865,3939,0,11793,7873,7876,7876,15751,3938,11805,7874,7869,11810,3937,23614,7869,7870,7880,7875,3933,7873,19684,3939,3939,7872,3935,7870,0,3933,11794,0,3939,15743,3930,15742,7878,11807,19673,11803,3934,15733,3938
39,0,0,7876,19688,7874,7870,15738,0,11805,15740,3932,7875,19670,11808,11810,7876,0,0,3937,7871,7870,1301,16978,3933,3939,3934,11811,16462,15742,7876,0,15740,19681,3933,3937,11808,11817,12157,7876,7865,15739,11801,3940,3935,11809,19684,0,3940,15741,3936,7876,19687
40,0,0,19681,3937,15736,11810,7873,11811,11812,15743,15742,0,0,11806,15737,15726,0,3937,11815,27553,19674,19686,15746,7877,19692,11812,19686,7873,3936,15742,3936,19682,11804,7869,11804,0,7876,3939,7871,11806,3933,7871,3934,11799,7874,3939,11806,3935,19671,11815,16533,7870
41,0,0,3939,27543,11807,11806,15745,31493,11798,7873,3939,3937,7867,11803,15738,3932,11804,3933,7876,15743,15748,11811,3940,7871,11803,11811,7867,3937,7869,7867,3939,15741,7873,11802,11808,7872,8714,3933,3935,19688,19667,7872,7872,3935,7874,11809,19684,11795,11807,15749,19687,19679
42,0,0,19677,23610,15737,11802,11811,11807,3937,7866,11806,7874,7877,11796,7869,15747,3937,11805,3939,3937,7874,19682,7877,19687,23618,11808,15744,23624,7870,3939,23619,15746,11814,11803,3929,11815,11811,27548,19679,15756,11801,11806,15740,23615,19664,0,11805,15722,11807,23625,3938,11815
43,0,0,7872,19680,27555,7879,7875,11806,15748,23625,27535,11807,11804,15749,15735,27551,23619,3938,11815,7871,7878,19682,7876,11801,0,7872,19688,7870,11800,19677,7878,19664,11809,15745,19685,7872,15746,19684,7872,11813,19674,3939,23612,7873,11803,15750,23609,11804,7860,11814,3934,7876
44,0,0,15748,15745,3938,7876,23609,27548,19674,23609,7867,23611,15734,7876,7867,15733,7868,0,11810,19681,7872,15749,19682,23628,19677,0,15737,19682,7869,7877,31481,15735,3935,15753,3935,23628,7872,7870,3935,3937,19674,3936,3938,11796,11802,15744,7870,9310,7869,15742,15748,11810
45,0,0,31494,7867,11812,27535,11812,15752,19673,11806,19665,27556,15751,11800,19681,15754,15736,7875,19675,23606,11801,7869,11816,15744,7870,7873,7875,3932,7877,19672,11798,7874,15736,15743,7872,3933,15751,7872,11811,23603,19678,15745,11811,15728,15744,7863,11806,7872,7874,3938,11809,7873
46,0,0,27550,7867,23627,7867,7867,19679,3930,23613,3931,27556,11804,7871,19682,19673,23608,15749,11801,0,11806,15746,15745,19679,27564,7868,11811,7867,3934,23627,11809,11807,3937,19671,19680,15744,15746,27538,7873,15735,15739,11810,3938,35423,15738,19674,11803,7868,19671,7869,3935,11811
47,0,0,15747,10990,3936,19674,7877,11810,27530,7872,7872,23617,23630,7871,23617,23617,31475,23610,19684,19688,15742,19687,15745,15744,11802,15746,7870,0,11799,7874,7871,19682,27555,23628,11809,11809,7876,7875,27561,15737,7871,15743,19687,15737,19684,15737,15735,23612,4472,11806,0,27562
48,0,0,23618,23622,7873,23617,15749,19693,11806,7865,15742,7870,15741,15748,11817,19675,23620,11804,19680,11806,15747,15740,3935,7873,15748,23611,23625,23623,23615,23626,23623,23611,23614,19688,43111,19678,19677,15736,23626,23609,11808,7868,11801,7873,31490,11800,23612,15741,11797,11808,23612,19679
49,0,0,27552,3933,11795,15742,23622,7875,23608,0,19683,19682,15751,7877,11808,19681,23624,15750,23611,23618,7872,11802,19674,23625,23616,35442,27568,27551,19677,11810,27538,11799,11809,23629,15736,15747,19681,23627,3937,31493,11815,23603,11802,15743,19680,31487,11805,11809,23619,23625,11813,23617
50,0,0,15737,11817,11801,19686,27548,15729,3936,11809,27544,27553,19671,15743,15752,7866,27566,23619,19686,11806,19672,15753,23630,11804,23600,39363,31483,27558,23624,11796,15748,19677,11813,11805,27551,35408,19688,11810,19668,7869,19682,27552,23613,19684,19674,11817,19681,11809,23609,23627,7873,23628
51,0,0,59040,11814,49236,11812,15745,15741,15743,23618,11818,19676,15742,11813,11810,19690,7866,19673,15736,31483,43309,15747,23614,11811,23607,15751,19685,19688,15754,7878,11802,31489,15746,11811,27539,14379,20486,23620,11795,27556,11800,19676,31494,29743,3937,19672,19679,19688,3939,11800,27563,19677
52,0,0,15751,15747,11817,11802,35445,11810,31490,23607,7869,15737,3932,11802,35433,27556,3937,15737,19684,31482,15740,27550,11818,15745,23596,11821,11811,15748,23617,23625,23602,23622,19689,11804,15756,35414,27550,27549,19678,15744,23622,27543,15746,39367,19679,31478,31492,27550,23610,11811,31499,31484
53,0,0,19675,19683,23603,19680,15733,23630,27544,27562,31498,23613,21507,11804,15740,23614,11809,31483,19689,27539,23620,35420,15742,27564,35412,27558,27543,23606,23615,16612,27538,15740,27545,19688,31481,35417,31500,19676,7870,31490,19686,17187,15745,15747,23613,11803,23605,19678,3936,27562,23617,23607
