Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
0,0,0,0,3934,0,0,0,7873,0,0,3932,3929,0,0,0,0,3941,0,0,0,3927,0,0,0,3934,0,0,0,0,0,0,0,0,0,0,0,7874,3938,0,0,0,0,0,0,0,3936,3935,0,0,3937,3938,0
1,0,0,0,0,0,0,0,0,0,11798,3935,0,3935,3932,3938,3929,0,7874,3934,0,3939,0,0,3934,0,3933,0,0,3934,0,0,0,3934,0,0,0,3939,3939,0,0,0,3936,3933,3934,0,0,7873,3937,0,3932,0,7866
2,0,0,0,0,0,3936,3936,0,0,3929,0,0,0,0,0,0,7870,3938,3936,0,0,3935,3937,3938,3936,0,0,0,0,3937,3937,3941,3939,0,0,3937,3933,3939,0,0,0,3940,0,3936,0,3936,3934,0,0,7868,0,3932
3,0,0,3936,3938,0,0,3936,0,0,3930,0,3937,3938,3936,7867,0,3932,0,3934,0,3938,7878,0,0,0,7869,0,0,7869,0,0,0,3935,0,7868,7867,3937,0,3937,7870,0,3936,11803,7865,7870,0,0,3938,0,0,3937,7863
4,0,0,0,3939,0,7872,0,0,0,7868,3937,0,0,3933,3938,0,7869,3936,0,0,7872,3935,0,0,0,0,0,8840,3939,0,0,0,7866,11801,0,0,3932,0,3932,0,0,3935,3938,0,0,0,3930,7867,7877,11809,3936,3936
5,0,0,0,7862,0,3936,0,3936,3936,0,3933,0,0,0,0,0,7870,3935,0,3939,0,3933,0,7871,0,0,7867,0,0,3933,0,3940,0,0,7872,3936,7875,3937,0,3935,3938,0,3933,0,3937,0,7867,3935,7873,0,3933,3937
6,0,0,7873,3929,3933,0,7869,0,0,0,15743,0,0,0,3939,3936,0,0,3939,7873,0,0,7866,7872,3936,0,0,3935,7875,3938,3932,0,0,11814,3932,3933,0,0,11805,0,0,11805,3935,3936,3932,7865,0,3939,7871,3936,3929,7873
7,0,0,0,7868,11806,0,3937,3939,7866,0,3939,0,0,3937,0,11811,7874,3934,0,0,7862,3939,3938,0,7874,3937,0,3938,7866,0,11801,3936,11802,0,15740,0,3938,3932,0,11807,3933,19678,3932,7871,15746,7871,3936,0,11811,0,3933,11801
8,0,0,7871,3934,19678,0,7862,0,3937,3934,3933,15741,7871,0,3935,0,0,3935,11811,7866,7874,11795,3938,0,3936,3936,3939,0,0,0,3937,3933,0,0,3936,11801,7867,0,7869,0,0,0,7873,3929,0,3932,3932,0,0,3937,0,3933
9,0,0,3932,0,0,0,0,3937,7874,11801,0,3938,3935,0,3936,0,3941,7872,0,3933,3936,3936,3934,3938,7862,3930,7876,3932,0,7872,3939,0,3932,15743,7870,3936,3935,3936,7875,3937,0,3936,0,3937,3937,0,3930,7871,7871,3933,7867,3935
