Vth_T ,6bit_Vth,VinDac,#1,#2,#3,#4,#5,#6,#7,#8,#9,#10,#11,#12,#13,#14,#15,#16,#17,#18,#19,#20,#21,#22,#23,#24,#25,#26,#27,#28,#29,#30,#31,#32,#33,#34,#35,#36,#37,#38,#39,#40,#41,#42,#43,#44,#45,#46,#47,#48,#49,#50
86,0,0,12200,10488,11437,9602,14402,13000,9047,15557,6960,8583,13718,9209,11824,13216,16622,11554,12669,5090,10611,10190,22120,13201,7303,4893,838,10788,10056,7500,9224,9160,11234,10844,11220,14549,11890,9773,14387,8111,17200,11699,12315,8192,13009,10076,18688,9667,6667,17293,10737,8973
87,0,0,11812,7865,3941,11810,7861,15739,11805,3937,11804,3934,7875,7860,0,7872,7872,11813,11806,15746,3933,15735,11812,7867,11810,3936,7878,3932,11808,7870,7875,3937,3938,11814,20070,11811,7877,11809,3934,15736,0,3929,7877,11811,19683,7868,7871,0,7863,3937,0,15747
88,0,0,7870,3935,7871,11815,3937,3940,11804,3939,11804,3935,7864,11801,15735,7875,19682,3936,3932,11806,11807,11810,3937,11814,0,7869,7870,11810,0,11805,15754,11813,0,7873,7869,3936,7876,7869,3937,23612,3932,7870,11804,3937,7865,11810,3931,7878,3937,3939,11813,15746
89,0,0,3936,15754,15744,11809,3941,7872,23617,3935,15738,0,15739,3935,3935,3939,0,11811,15744,0,3935,3939,3941,7874,3937,7868,7876,7875,27556,7872,7877,19664,3937,0,7875,3939,11808,31482,7870,3936,15741,11810,3939,11793,19673,3931,15746,3932,0,3935,3933,0
90,0,0,11807,11813,15748,11802,11805,7876,11808,7869,0,15746,15726,3939,3934,0,15737,3932,11814,11803,11811,7875,7872,11798,7872,11812,15748,3932,11814,11812,15735,15746,7871,15747,0,7878,7868,11815,11813,7878,7867,19685,3940,3938,7875,3932,19683,0,7870,3935,7875,19679
91,0,0,27287,0,3939,7876,0,0,7867,7870,15745,0,0,15743,7873,11810,3933,7874,7870,7871,7876,7874,11807,3940,7870,0,11814,11797,15436,11805,7872,3940,7869,11810,19668,15741,7866,15743,15740,3936,15734,7877,0,15752,15748,3927,7867,11801,7867,5532,3932,15744
92,0,0,19671,7866,15743,23614,15749,23616,7870,3939,11802,3933,7874,11810,7871,7867,7874,3939,19680,19690,3939,3938,7875,11809,11812,13585,0,7869,23614,3937,0,15738,11810,3937,7873,15742,11793,7869,11810,0,11806,19679,15748,15745,0,3934,0,7873,15734,3932,19670,7869
93,0,0,15735,11808,18964,3936,7868,15738,11812,3939,15744,3939,11807,11816,3937,7872,11808,11805,11808,7867,0,11809,7871,0,23623,7863,15730,3938,19676,7874,7871,11803,19682,7872,7868,11805,3937,11804,15751,7875,11810,7866,23607,11804,7872,7869,15744,7875,3939,11802,7878,3934
94,0,0,7868,11811,7868,7874,15737,11811,7867,3934,11810,3935,19677,15732,3938,19680,7868,35427,15738,19688,23614,3935,15745,19669,15736,7874,11812,21759,7865,11811,27549,7874,3932,3931,19685,11808,15744,11796,7868,15745,11802,3934,11817,11795,0,11809,3935,7877,19672,19679,7873,7870
95,0,0,19681,3937,23621,3934,7873,7874,7873,15754,7867,7869,11810,11808,7877,3936,11804,15750,11801,15742,27549,11807,0,7865,11801,11804,19675,7871,19677,11805,3935,3933,7861,11800,7866,7864,0,11807,7867,3937,3937,11808,11800,7873,7871,11814,15741,15742,11806,3932,11806,15754
96,0,0,23623,3934,19676,3932,15741,15742,15743,19679,11809,7869,11803,23611,7875,11816,7871,3930,27548,15747,27562,11808,7866,15747,19668,3938,3933,3938,7871,15741,11810,19678,15741,15741,19685,7867,19691,23614,23619,15748,7875,7878,3939,7865,11812,7862,7872,11806,3937,11812,23604,3937
97,0,0,11804,19677,11800,7877,19672,11802,11811,3934,11803,19681,19681,11806,7872,15723,3933,3932,19681,15744,3936,15735,7866,23621,19679,7869,3936,7879,3940,11804,15740,3936,23619,7875,23624,27561,19670,11810,11801,3938,11810,15746,3939,7867,23600,11795,19664,8219,11799,3938,11811,11810
98,0,0,15746,19685,19688,11806,23620,11802,11814,15743,15745,3939,7874,11807,23625,7862,15739,11801,11809,15740,7868,7872,15746,15737,15742,15750,7875,3934,8036,11816,7871,7873,11810,19671,23620,15744,15734,11814,23603,7865,11806,11813,15745,27541,19688,23607,15745,7879,27550,15800,11816,15743
99,0,0,19679,7876,3938,15744,11800,23613,15737,23622,23141,15752,23608,7868,19689,19687,19681,11793,11813,7868,11801,11804,3935,19676,7870,19677,11811,15742,15746,3939,3935,11803,11804,23601,19674,19674,7866,23603,19669,15739,23622,23621,11815,7876,23618,27554,19681,23625,11807,19677,15737,11806
100,0,0,31483,19674,7868,7868,19679,31481,15752,15740,7870,15744,15742,27549,11801,27540,11810,7876,11800,35412,11805,19681,23610,23612,15747,9322,15728,15747,7872,15744,27556,11801,15749,15746,15744,15737,11810,7876,3933,15751,11808,23628,27553,7870,15744,7867,3930,19680,23612,3932,27545,15742
101,0,0,11805,27538,23605,7876,23611,15737,15747,15737,3929,7869,3932,7865,3933,10170,15740,15749,11805,15736,27542,35413,23621,23615,23619,26775,31482,23599,3938,7877,20491,0,19681,23604,15732,7862,15740,15738,15743,19668,23612,11800,27552,15738,16420,3933,15746,19679,7867,11811,15738,19683
102,0,0,23623,15739,11806,23611,19682,7877,11813,15746,15735,23611,15733,3935,15747,23613,23616,3932,23602,11805,11028,23603,13778,23599,15743,11813,3933,23614,15750,19676,11810,11808,15736,11805,15742,15741,19788,15732,19681,11812,11803,15737,11802,7865,19681,27554,27550,39359,19678,11797,19675,11811
103,0,0,3932,19676,7872,15745,0,7870,19670,15737,19686,27539,7873,7866,3937,7869,17875,11802,27565,15743,19677,15755,11809,15744,31491,0,15743,15732,31481,15741,23612,15748,11804,11800,11813,0,15745,7871,23607,19675,23626,11799,19683,15750,11814,7864,19671,15742,15749,15740,23600,7867
