Net name,Trace name,Aggressor Trace Names,Coupling Coefficient (%), Length (mm),(x;y)location - (mm), Layer
HT_SIPM,Trace59292::HT_SIPM,-,-,0.050,(218.992;54.517),Signal$TOP
HT_SIPM,Trace59294::HT_SIPM,Trace128680::GND,1.4,0.409,(220.017;54.021),Signal$TOP
,,Trace20426::S<49>,0.3
,,Trace69339::F<57>,0.2
,,Trace78060::F<49>,0.1
,,Trace128688::GND,0.1
,,Trace13291::S<58>,0.1
HT_SIPM,Trace59294::HT_SIPM,Trace128680::GND,1.4,0.291,(220.017;54.371),Signal$TOP
,,Trace20426::S<49>,0.3
,,Trace69339::F<57>,0.2
,,Trace78060::F<49>,0.1
,,Trace128688::GND,0.1
,,Trace13291::S<58>,0.1
HT_SIPM,Trace59296::HT_SIPM,Trace128680::GND,0.6,0.416,(219.517;54.018),Signal$TOP
,,Trace20426::S<49>,0.2
,,Trace69339::F<57>,0.1
,,Trace78060::F<49>,0.1
,,Trace128688::GND,0.1
,,Trace13291::S<58>,<0.1
HT_SIPM,Trace59296::HT_SIPM,Trace128680::GND,0.6,0.291,(219.517;54.371),Signal$TOP
,,Trace20426::S<49>,0.2
,,Trace69339::F<57>,0.1
,,Trace78060::F<49>,0.1
,,Trace128688::GND,0.1
,,Trace13291::S<58>,0.1
HT_SIPM,Trace59297::HT_SIPM,-,-,0.991,(216.459;54.724),Signal$BOTTOM
HT_SIPM,Trace59298::HT_SIPM,Trace109494::F<13>,0.4,24.200,(216.810;42.274),Signal$BOTTOM
,,Trace107989::F<15>,0.2
,,Trace110670::F<11>,0.2
HT_SIPM,Trace59298::HT_SIPM,-,-,0.155,(216.810;30.097),Signal$BOTTOM
HT_SIPM,Trace59298::HT_SIPM,Trace109494::F<13>,0.4,1.298,(216.810;29.370),Signal$BOTTOM
,,Trace107989::F<15>,0.2
HT_SIPM,Trace59299::HT_SIPM,Trace110674::F<11>,1.6,1.403,(216.314;28.225),Signal$BOTTOM
HT_SIPM,Trace59299::HT_SIPM,-,-,0.109,(215.779;27.690),Signal$BOTTOM
HT_SIPM,Trace59299::HT_SIPM,Trace110674::F<11>,1.6,0.047,(215.724;27.635),Signal$BOTTOM
HT_SIPM,Trace59299::HT_SIPM,Trace109497::F<13>,1.7,0.078,(215.680;27.591),Signal$BOTTOM
,,Trace110674::F<11>,1.6
,,Trace107991::F<15>,0.6
HT_SIPM,Trace59299::HT_SIPM,Trace109498::F<13>,1.7,0.128,(215.607;27.518),Signal$BOTTOM
,,Trace110674::F<11>,1.6
HT_SIPM,Trace59299::HT_SIPM,Trace109498::F<13>,1.7,0.078,(215.534;27.445),Signal$BOTTOM
,,Trace110674::F<11>,1.6
,,Trace107992::F<15>,0.6
HT_SIPM,Trace59299::HT_SIPM,Trace109498::F<13>,1.7,3.893,(214.129;26.040),Signal$BOTTOM
,,Trace110674::F<11>,1.6
,,Trace107993::F<15>,0.6
